317379081333243904	negative	hihi. RT‏@GrumpyMerkel :-[ Offizielles Smiley der Bundeskanzlerin der Bundesrepublik Deutschland	hihi. RT‏@GrumpyMerkel :-[ Offizielle Smiley die Bundeskanzlerin die Bundesrepublik Deutschland	ADJA NN $( NN NE ART NN ART NN NE	0/-- 0/-- 4/-- 0/-- 4/NK 7/NK 4/DA 9/NK 7/AG 9/NK	_ case=nom|gender=masc|num=sg EmoExpression::markable_100500127::Sarcasm=false|EmoExpression::markable_100500127::Uncertain=false|EmoExpression::markable_100500127::Intensity=medium|EmoExpression::markable_100500127::SubjectiveFact=false|EmoExpression::markable_100500127::Polarity=negative|EmoExpression::markable_100500127::EmoExpression=True case=nom|gender=neut|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|gender=neut|num=sg
333088682875691009	positive	RT @Mr_NotSure: RT @boomel: Wochenende, endlich früher aufstehen und noch mehr Zeit in die #piratenpartei stecken :) #ichbinmotiviert #frap...	RT @Mr_NotSure: RT @boomel: Wochenende, endlich früh aufstehen und noch mehr Zeit in die #piratenpartei stecken :) #ichbinmotiviert #frap...	NE NN NE NN NE ADV ADJD VVINF KON ADV PIAT NN APPR ART NN VVFIN ADJD ADJA NN	2/AG 0/-- 4/AG 0/-- 16/SB 8/MO 8/MO 5/OC 5/CD 11/MO 12/NK 9/CJ 12/MNR 15/NK 13/NK 0/-- 16/MO 16/MO 16/OA	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg EmoExpression::markable_100500129::SubjectiveFact=false|EmoExpression::markable_100500129::Intensity=weak|EmoExpression::markable_100500129::Polarity=positive|EmoExpression::markable_100500129::Sarcasm=true|EmoExpression::markable_100500129::EmoExpression=True|EmoExpression::markable_100500129::Uncertain=false comp=True _ _ _ *=True case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ EmoExpression::markable_11::Intensity=medium|EmoExpression::markable_11::Sarcasm=false|EmoExpression::markable_11::SubjectiveFact=false|EmoExpression::markable_11::Polarity=positive|EmoExpression::markable_11::EmoExpression=True|EmoExpression::markable_11::Uncertain=false|pos=True _ gender=fem|*=True|num=sg
337301142956568576	neutral	Bild-Diekmann &amp; FDP-Rösler jetzt ein Paar (:-) http://t.co/a54QOaGmXg	Bild-Diekmann &amp; FDP-Rösler jetzt eine paar (:-) http://t.co/a54QOaGmXg	NN $( NN ADV ART PIAT $( NN	0/-- 1/-- 1/CJ 3/MO 8/NK 8/NK 6/-- 3/PD	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|EmoExpression::markable_12::EmoExpression=True case=nom|gender=masc|num=sg
332975874943115265	positive	@Ober_Franke Gauck hat sie unter seinem Kopfkissen ;-)	@Ober_Franke Gauck haben sie unter sein Kopfkissen ;-)	NN NE VAFIN PPER APPR PPOSAT NN $(	0/-- 3/SB 0/-- 3/SB 3/MO 7/NK 5/NK 7/--	case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=fem|num=sg|pers=3 _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg EmoExpression::markable_13::Polarity=positive|EmoExpression::markable_13::EmoExpression=True|EmoExpression::markable_13::Uncertain=false|EmoExpression::markable_13::Intensity=medium|EmoExpression::markable_13::Sarcasm=false|EmoExpression::markable_13::SubjectiveFact=false
338024769754656768	negative	@Nico_K7 wen soll ich denn dann mit Merkel Bildern spamen. :(	@Nico_K7 wer sollen ich denn dann mit Merkel Bild spamen. :(	NN PWS VMFIN PPER ADV ADV APPR NE NN NE ADJA	0/-- 3/OA 0/-- 3/SB 3/MO 3/MO 3/MO 7/NK 3/SB 9/NK 0/--	case=nom|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ _ case=dat|*=True|num=sg case=dat|gender=neut|num=pl case=dat|*=True|num=sg EmoExpression::markable_14::Polarity=negative|EmoExpression::markable_14::Sarcasm=false|EmoExpression::markable_14::SubjectiveFact=false|EmoExpression::markable_14::Uncertain=false|EmoExpression::markable_14::Intensity=medium|EmoExpression::markable_14::EmoExpression=True
324624202571317248	neutral	#Piratenpartei Telefonische (nicht-) Erreichbarkeit des KV: Beitrag kann nach Anmeldung gelese... http://t.co/8r3pUB0qA0 #Piraten #Forum	#Piratenpartei telefonisch (nicht-) Erreichbarkeit die KV: Beitrag können nach Anmeldung gelese... http://t.co/8r3pUB0qA0 #Piraten #Forum	NN ADJA $( NN ART NN NN VMFIN APPR NN ADJA CARD NN NN	4/NK 4/NK 2/-- 8/SB 6/NK 4/AG 6/NK 0/-- 8/MO 9/NK 8/OC 13/NK 0/-- 13/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|gender=masc|num=sg case=gen|gender=masc|num=sg case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True _ case=nom|gender=masc|num=pl case=nom|gender=neut|num=sg
324761339211952128	positive	@Themenmixer ich dachte nur an voreilige Schlüsse der CSU :-)	@Themenmixer ich denken nur an voreilig Schluss die CSU :-)	NN PPER VVFIN ADV APPR ADJA NN ART NE $(	0/-- 3/SB 0/-- 5/MO 3/OP 7/NK 5/NK 9/NK 7/AG 9/--	case=nom|gender=masc|num=sg case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg EmoExpression::markable_15::Polarity=positive|EmoExpression::markable_15::Intensity=medium|EmoExpression::markable_15::EmoExpression=True|EmoExpression::markable_15::SubjectiveFact=false|EmoExpression::markable_15::Sarcasm=false|EmoExpression::markable_15::Uncertain=false
337307901658034176	positive	@AdinaaBieber haha und aus welchem Bundesland kommst du? :)	@AdinaaBieber haha und aus welche Bundesland kommen du? :)	NN NE KON APPR PRELS NN VVFIN ADJA NN	0/-- 7/SB 2/CD 3/CJ 6/NK 4/NK 0/-- 7/MO 0/--	case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_100500130::Uncertain=false|EmoExpression::markable_100500130::Intensity=medium|EmoExpression::markable_100500130::Sarcasm=false|EmoExpression::markable_100500130::Polarity=positive|*=True|EmoExpression::markable_100500130::EmoExpression=True|num=sg|EmoExpression::markable_100500130::SubjectiveFact=false _ _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ EmoExpression::markable_16::Polarity=positive|EmoExpression::markable_16::Sarcasm=false|EmoExpression::markable_16::EmoExpression=True|EmoExpression::markable_16::SubjectiveFact=false|EmoExpression::markable_16::Uncertain=false|EmoExpression::markable_16::Intensity=medium
337307043486654465	positive	@guenterhack eine spätrömische Chiffre. Wer hätte gedacht, dass es dadurch zu einer Parallele mit Guido Westerwelle kommt? ;-)	@guenterhack eine spätrömisch Chiffre. wer haben gedacht, dass es dadurch zu eine Parallele mit Guido Westerwelle kommt? ;-)	NN ART ADJA NN PWS VAFIN ADJA KOUS PPER PAV APPR ART NN APPR NE NN ADJA $(	0/-- 4/NK 4/NK 0/-- 6/SB 0/-- 17/MO 17/CP 17/SB 17/NK 17/MO 13/NK 11/NK 13/MNR 16/PNC 14/NK 6/OC 0/--	case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=subj _ _ case=nom|gender=neut|num=sg|pers=3 _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=gen|gender=fem|num=sg|pos=True EmoExpression::markable_17::SubjectiveFact=false|EmoExpression::markable_17::Polarity=positive|EmoExpression::markable_17::EmoExpression=True|EmoExpression::markable_17::Sarcasm=false|EmoExpression::markable_17::Uncertain=false|EmoExpression::markable_17::Intensity=medium
335880218499772416	positive	@binichdoch ja bin ja auch da bei Spielen.. Aber mein Herz bleibt schwarz gelb &lt;3 5 Euro Monatlich :) Union?!? 0.o	@binichdoch ja sein ja auch da bei Spielen.. aber mein Herz bleiben schwarz gelb &lt;3 5 Euro monatlich :) Union?!? 0.o	NN ADV VAFIN ADV ADV ADV APPR NE KON PPOSAT NN VVFIN ADJD ADJD CARD CARD NN ADJD ADJA NN CARD	0/-- 3/MO 0/-- 3/MO 3/MO 3/MO 3/MO 7/NK 12/JU 11/NK 12/SB 0/-- 12/MO 16/MO 16/NMC 17/NK 12/OA 19/MO 20/NK 17/NK 0/--	_ _ pers=1|num=sg|tense=pres|mood=ind _ _ _ _ case=dat|gender=neut|num=sg Sentiment::markable_100500133::Sarcasm=false|Sentiment::markable_100500133::Sentiment=True|Sentiment::markable_100500133::Intensity=medium|Sentiment::markable_100500133::Polarity=positive case=nom|num=sg|Source::markable_100500134::Source=True|Source::markable_100500134::Anaphref=empty|gender=masc|Sentiment::markable_100500133::Sentiment=True case=nom|EmoExpression::markable_100500135::EmoExpression=True|gender=masc|EmoExpression::markable_100500135::Sarcasm=false|EmoExpression::markable_100500135::Polarity=positive|EmoExpression::markable_100500135::Uncertain=false|num=sg|EmoExpression::markable_100500135::Intensity=medium|EmoExpression::markable_100500135::SubjectiveFact=false|Sentiment::markable_100500133::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_100500133::Sentiment=True Target::markable_100500136::Preferred=true|Target::markable_100500136::Anaphref=empty|pos=True|Target::markable_100500136::Target=True|Sentiment::markable_100500133::Sentiment=True Target::markable_100500136::Target=True|Sentiment::markable_100500133::Sentiment=True EmoExpression::markable_18::EmoExpression=True|EmoExpression::markable_18::SubjectiveFact=false|EmoExpression::markable_18::Uncertain=false|EmoExpression::markable_18::Polarity=positive|EmoExpression::markable_18::Sarcasm=false|EmoExpression::markable_18::Intensity=medium|Sentiment::markable_100500133::Sentiment=True _ gender=masc|*=True pos=True case=dat|EmoExpression::markable_19::Uncertain=false|gender=masc|EmoExpression::markable_19::Sarcasm=false|pos=True|EmoExpression::markable_19::EmoExpression=True|num=sg|EmoExpression::markable_19::Intensity=medium|EmoExpression::markable_19::SubjectiveFact=false|EmoExpression::markable_19::Polarity=positive case=dat|gender=masc|num=sg _
326047721284841475	positive	RT @pfaff90 Gerade @Katrheina und @hildemattheis in der #heuteshow gesehen :) #zdf #spd #jusos: Gerade @Katrhe ... http://t.co/haT76Pi5Hv	RT @pfaff90 gerade @Katrheina und @hildemattheis in die #heuteshow sehen :) #zdf #spd #jusos: gerade @Katrhe ... http://t.co/haT76Pi5Hv	NE NN ADV NN KON NN APPR ART NN VVPP ADJA NN ADJA NN ADV ADJD $. NE	2/PNC 0/-- 4/MO 0/-- 6/JU 0/-- 10/MO 9/NK 7/NK 11/MO 12/NK 0/-- 14/NK 12/AG 16/MO 12/PD 0/-- 0/--	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|gender=neut|num=sg _ case=nom|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ case=gen|EmoExpression::markable_20::Uncertain=false|gender=masc|EmoExpression::markable_20::Sarcasm=false|pos=True|EmoExpression::markable_20::EmoExpression=True|num=pl|EmoExpression::markable_20::Intensity=medium|EmoExpression::markable_20::SubjectiveFact=false|EmoExpression::markable_20::Polarity=positive case=gen|gender=masc|num=pl case=gen|gender=masc|num=pl|pos=True case=gen|gender=masc|num=pl _ pos=True _ _
