383645778335789056	positive	@wom_75 @ProSieben Geil!!! Ist so die Geile Serie!! :)	@wom_75 @ProSieben Geil!!! sein so die geil Serie!! :)	CARD ADJA NN VAFIN ADV ART ADJA NN ADJA	0/-- 0/-- 0/-- 0/-- 4/MO 8/NK 8/NK 4/PD 0/--	_ _ case=nom|gender=masc|num=sg|Sentiment::markable_1::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_1::Sentiment=True Sentiment::markable_1::Sentiment=True case=nom|Target::markable_4::Preferred=true|num=sg|Target::markable_4::Anaphref=empty|gender=fem|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True case=nom|EmoExpression::markable_3::EmoExpression=True|gender=fem|Target::markable_4::Target=True|EmoExpression::markable_3::SubjectiveFact=false|pos=True|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|EmoExpression::markable_3::Intensity=strong|num=sg|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::Uncertain=false case=nom|gender=fem|num=sg|Sentiment::markable_1::Sentiment=True EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Polarity=positive|EmoExpression::markable_5::Uncertain=false|Sentiment::markable_1::Sentiment=True
365928081979998208	positive	khihi! morgen wird der grüne umhang ausgepackt :) #mps	khihi! morgen werden die grün Umhang auspacken :) #mps	NN ADV VAFIN ART ADJA NN VVPP ADJA NN	0/-- 7/MO 0/-- 6/NK 6/NK 3/SB 3/OC 9/NK 6/AG	Sentiment::markable_48::Sentiment=True Target::markable_49::Anaphref=empty|Target::markable_49::Preferred=true|Sentiment::markable_48::Sentiment=True|Target::markable_49::Target=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_49::Target=True|Sentiment::markable_48::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_48::Sentiment=True|Target::markable_49::Target=True case=acc|num=sg|Target::markable_49::Target=True|gender=fem|Sentiment::markable_48::Sentiment=True|pos=True case=acc|gender=fem|num=sg|Sentiment::markable_48::Sentiment=True|Target::markable_49::Target=True Sentiment::markable_48::Sentiment=True|Target::markable_49::Target=True case=gen|EmoExpression::markable_47::EmoExpression=True|EmoExpression::markable_47::SubjectiveFact=false|EmoExpression::markable_47::Uncertain=false|gender=masc|EmoExpression::markable_47::Polarity=positive|pos=True|EmoExpression::markable_47::Sarcasm=false|num=pl|Sentiment::markable_48::Sentiment=True|EmoExpression::markable_47::Intensity=medium case=gen|gender=masc|num=pl
377454124540784641	positive	@axelfi also ich finde dort ziemlich viele ;-) http://t.co/G8YqEjV6sh #spd #btw13	@axelfi also ich finden dort ziemlich viele ;-) http://t.co/G8YqEjV6sh #spd #btw13	NN ADV PPER VVFIN ADV ADV PIAT $( NN ADJD CARD	0/-- 3/MO 4/SB 0/-- 4/MO 7/MO 9/NK 7/-- 4/OA 11/MO 9/PD	case=nom|gender=masc|num=sg _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind _ _ case=nom|gender=masc|num=pl EmoExpression::markable_50::Intensity=medium|EmoExpression::markable_50::Polarity=positive|EmoExpression::markable_50::Sarcasm=false|EmoExpression::markable_50::SubjectiveFact=false|EmoExpression::markable_50::Uncertain=false|EmoExpression::markable_50::EmoExpression=True case=nom|gender=masc|num=pl pos=True _
378797217534205952	positive	Auf zum Infostand der #piraten in #Troisdorf - das Wetter ist mir egal :)	auf zu Infostand die #piraten in #Troisdorf - die Wetter sein ich egal :)	APPR APPRART NN ART NN APPR NN $( ART NN VAFIN PPER ADJD ADJA	11/MO 10/MO 2/NK 5/NK 3/AG 5/MNR 6/NK 7/-- 10/NK 1/NK 0/-- 14/DA 14/MO 11/MO	_ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl _ case=dat|gender=neut|num=sg _ case=nom|Sentiment::markable_51::Sentiment=True|Target::markable_52::Anaphref=empty|Target::markable_52::Preferred=true|gender=neut|Sentiment::markable_51::Sarcasm=false|Sentiment::markable_51::Polarity=positive|num=sg|Sentiment::markable_51::Intensity=weak|Target::markable_52::Target=True case=nom|gender=neut|num=sg|Target::markable_52::Target=True|Sentiment::markable_51::Sentiment=True pers=3|Sentiment::markable_51::Sentiment=True|num=sg|tense=pres|mood=ind case=dat|pers=1|num=sg|Source::markable_53::Anaphref=empty|Sentiment::markable_51::Sentiment=True|*=True|Source::markable_53::Source=True Sentiment::markable_51::Sentiment=True|EmoExpression::markable_104013217::Sarcasm=false|EmoExpression::markable_104013217::Polarity=positive|EmoExpression::markable_104013217::EmoExpression=True|EmoExpression::markable_104013217::Uncertain=false|EmoExpression::markable_104013217::Intensity=medium|EmoExpression::markable_104013217::SubjectiveFact=false EmoExpression::markable_55::EmoExpression=True|EmoExpression::markable_55::Uncertain=false|Sentiment::markable_51::Sentiment=True|EmoExpression::markable_55::Intensity=medium|EmoExpression::markable_55::Sarcasm=false|EmoExpression::markable_55::SubjectiveFact=false|EmoExpression::markable_55::Polarity=positive
348873173468585985	positive	RT @migrate89: Die arme @SteinbachErika muss jetzt dieses Wahlprogramm vertreten. Ich drück dich virtuell, Erika :-* #CDU- http://t.co/yKeP...	RT @migrate89: die arm @SteinbachErika müssen jetzt dies Wahlprogramm vertreten. ich drücken du virtuell, Erika :-* #CDU- http://t.co/yKeP...	NE NN ART ADJA NN VMFIN ADV PDAT NN VVFIN PPER VVIMP PPER ADJA NN XY ADJA NN	2/PNC 0/-- 5/NK 5/NK 0/-- 0/-- 6/MO 9/NK 10/OA 6/OC 16/SB 0/-- 15/NK 15/NK 12/OA 0/-- 18/NK 12/OA	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|Target::markable_58::Target=True|Target::markable_58::Anaphref=empty|Sentiment::markable_57::Sarcasm=false|gender=fem|Sentiment::markable_57::Polarity=positive|Target::markable_58::Preferred=true|num=sg|Sentiment::markable_57::Intensity=medium|Sentiment::markable_57::Sentiment=True case=nom|Target::markable_58::Target=True|EmoExpression::markable_59::EmoExpression=True|EmoExpression::markable_59::Polarity=positive|gender=fem|pos=True|EmoExpression::markable_59::Sarcasm=false|num=sg|EmoExpression::markable_59::Intensity=medium|EmoExpression::markable_59::SubjectiveFact=false|EmoExpression::markable_59::Uncertain=false|Sentiment::markable_57::Sentiment=True case=nom|gender=fem|num=sg|Target::markable_58::Target=True|Sentiment::markable_57::Sentiment=True _ _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=dat|*=True|num=pl|pers=2 *=True|pos=True case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_56::Intensity=medium|EmoExpression::markable_56::EmoExpression=True|gender=fem|EmoExpression::markable_56::Polarity=positive|EmoExpression::markable_56::Sarcasm=false|EmoExpression::markable_56::SubjectiveFact=false|num=sg|EmoExpression::markable_56::Uncertain=false _ _
374084224787439616	positive	RT @BrunoGertKramm: Und noch ein progressiver Wahlspot aus meiner Schweimat Franken ;-) #Piraten http://t.co/n3LMRF5mdP	RT @BrunoGertKramm: und noch eine progressiv Wahlspot aus mein Schweimat Franke ;-) #Piraten http://t.co/n3LMRF5mdP	NE ADJD KON ADV ART ADJA NN APPR PPOSAT NN NN $( NN NN	0/-- 1/PD 7/JU 7/MO 7/NK 7/NK 0/-- 7/MNR 10/NK 8/NK 10/NK 11/-- 11/CJ 13/NK	case=nom|*=True|num=sg Sentiment::markable_61::Sentiment=True|pos=True Sentiment::markable_61::Sentiment=True Sentiment::markable_61::Sentiment=True case=nom|gender=masc|Sentiment::markable_61::Sentiment=True|num=sg case=nom|gender=masc|Sentiment::markable_61::Sentiment=True|num=sg|pos=True case=nom|gender=masc|Sentiment::markable_61::Sentiment=True|num=sg Sentiment::markable_65::Polarity=positive|Sentiment::markable_65::Sarcasm=false|Sentiment::markable_65::Intensity=medium|Sentiment::markable_61::Sentiment=True|Sentiment::markable_65::Sentiment=True case=dat|Target::markable_65::Anaphref=empty|Sentiment::markable_61::Sentiment=True|Target::markable_65::Preferred=true|Sentiment::markable_65::Sentiment=True|gender=fem|num=sg|Target::markable_65::Target=True case=dat|Sentiment::markable_61::Sentiment=True|EmoExpression::markable_65::Intensity=medium|Sentiment::markable_65::Sentiment=True|gender=fem|EmoExpression::markable_65::EmoExpression=True|EmoExpression::markable_65::Uncertain=false|num=sg|EmoExpression::markable_65::Polarity=negative|EmoExpression::markable_65::Sarcasm=false|Target::markable_65::Target=True|EmoExpression::markable_65::SubjectiveFact=false case=nom|Sentiment::markable_61::Sentiment=True|num=sg|Sentiment::markable_65::Sentiment=True|gender=neut|Target::markable_65::Target=True EmoExpression::markable_61::Polarity=positive|EmoExpression::markable_61::Sarcasm=false|EmoExpression::markable_61::SubjectiveFact=false|EmoExpression::markable_61::Uncertain=false|EmoExpression::markable_61::Intensity=medium|EmoExpression::markable_61::EmoExpression=True|Sentiment::markable_61::Sentiment=True case=nom|Target::markable_61::Target=True|Sentiment::markable_61::Sentiment=True|num=sg|Target::markable_61::Anaphref=empty|Target::markable_61::Preferred=true|gender=neut case=nom|gender=neut|num=sg
352094103342809090	negative	@rottensnowwhite Warte mal ab, bis Erika Steinbach die CDU forkt und die Alte-Schreckschraubenpartei gründet ;-) // @CBeuster @teutobold	@rottensnowwhite Warte mal ab, bis Erika Steinbach die CDU forkt und die Alte-Schreckschraubenpartei gründen ;-) // @CBeuster @teutobold	ADJA NN ADV NE KON NE NE ART NE VVFIN KON ART NN VVFIN $( ADJA NN NN	0/-- 10/SB 10/MO 10/OA 4/CD 7/PNC 5/CJ 9/NK 10/OA 0/-- 10/CD 13/NK 14/OA 11/CJ 14/-- 17/NK 14/OA 0/--	case=nom|gender=masc|num=pl|pos=True case=nom|gender=fem|num=sg _ _ _ case=nom|num=sg|Sentiment::markable_69::Sarcasm=false|Sentiment::markable_69::Intensity=medium|gender=masc|Sentiment::markable_69::Sentiment=True|Sentiment::markable_69::Polarity=negative case=nom|gender=masc|Sentiment::markable_69::Sentiment=True|num=sg case=acc|Target::markable_70::Target=True|num=sg|Target::markable_70::Anaphref=empty|gender=fem|Sentiment::markable_69::Sentiment=True|Target::markable_70::Preferred=true case=acc|gender=fem|Sentiment::markable_69::Sentiment=True|num=sg|Target::markable_70::Target=True EmoExpression::markable_71::Intensity=medium|mood=ind|EmoExpression::markable_71::Polarity=negative|pers=3|EmoExpression::markable_71::Uncertain=false|num=sg|tense=pres|EmoExpression::markable_71::Sarcasm=false|Sentiment::markable_69::Sentiment=True|EmoExpression::markable_71::EmoExpression=True|EmoExpression::markable_71::SubjectiveFact=false _ case=acc|gender=fem|num=sg case=acc|gender=fem|EmoExpression::markable_104013218::Sarcasm=false|EmoExpression::markable_104013218::EmoExpression=True|EmoExpression::markable_104013218::Intensity=medium|EmoExpression::markable_104013218::Uncertain=false|num=sg|EmoExpression::markable_104013218::SubjectiveFact=false|EmoExpression::markable_104013218::Polarity=negative pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_72::EmoExpression=True|EmoExpression::markable_72::SubjectiveFact=false|EmoExpression::markable_72::Uncertain=false|EmoExpression::markable_72::Polarity=positive|EmoExpression::markable_72::Sarcasm=false|EmoExpression::markable_72::Intensity=medium case=acc|gender=neut|num=pl|pos=True case=acc|gender=neut|num=pl case=nom|gender=neut|num=sg
364684006278701056	positive	"Hinter den Kulissen", neue Folge "Lucky und die Kanzelette" ;-) #AfD+ #BlauesWunder #video http://t.co/tqwi6fLiQv	"Hinter die Kulissen", neu Folge "Lucky und die Kanzelette" ;-) #AfD+ #BlauesWunder #video http://t.co/tqwi6fLiQv	NN ART NE ADJA NN NN KON ART NN $( ADJA NN NN NE	0/-- 3/NK 1/PG 5/NK 3/PAR 5/CJ 6/CD 9/NK 7/CJ 9/-- 12/NK 5/CJ 12/NK 13/NK	case=nom|gender=neut|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg EmoExpression::markable_73::EmoExpression=True|EmoExpression::markable_73::Uncertain=false|EmoExpression::markable_73::Intensity=medium|EmoExpression::markable_73::Sarcasm=false|EmoExpression::markable_73::SubjectiveFact=false|EmoExpression::markable_73::Polarity=positive case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl case=nom|gender=neut|num=sg
380260116152340480	positive	Idioten, besinnt Euch Eurer Wurzeln! http://t.co/L8Z78rUKML via @DIBBlogger Türke den NPD ye güzel bir kapak olmus!!! :)))	Idioten, besinnen ihr euer Wurzeln! http://t.co/L8Z78rUKML via @DIBBlogger Türke die NPD ye Güzel bir kapak olmus!!! :)))	NN VVFIN PPER PPOSAT NN NN APPR ADJA NN ART NE NN NE NE NE ADJA NN	2/SB 0/-- 2/DA 5/NK 2/OA 0/-- 6/MNR 7/NK 0/-- 12/NK 12/NK 16/DA 15/PNC 15/PNC 12/NK 9/AG 0/--	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|*=True|num=pl|pers=2 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=fem|num=sg _ *=True|pos=True case=nom|gender=neut|num=pl case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True EmoExpression::markable_76::Intensity=medium|EmoExpression::markable_76::Polarity=positive|EmoExpression::markable_76::Sarcasm=false|EmoExpression::markable_76::SubjectiveFact=false|EmoExpression::markable_76::Uncertain=false|EmoExpression::markable_76::EmoExpression=True
379280789457739776	positive	@ZDF Gegenfrage: Wieso der technische bling bling, wenn ihr damit doch nur eine Säule nach der anderen hochfahrt? ;-)	@ZDF Gegenfrage: wieso die technisch bling bling, wenn ihr damit doch nur eine Säule nach die andere hochfahrt? ;-)	NN NN PWAV ART ADJA NN VVFIN KOUS PPER PAV ADV ADV ART NN APPR ART PIS ADJA $(	0/-- 7/SB 7/MO 6/NK 6/NK 7/SB 0/-- 18/CP 7/DA 9/NK 7/MO 14/MO 14/NK 7/OA 14/MNR 18/NK 18/NK 15/NK 0/--	case=nom|gender=fem|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|pos=True case=nom|gender=masc|num=sg pers=3|num=sg|tense=past|mood=ind _ case=dat|gender=fem|num=sg|pers=3 _ _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg|pos=True case=dat|gender=fem|num=sg|pos=True EmoExpression::markable_77::Sarcasm=false|EmoExpression::markable_77::Uncertain=false|EmoExpression::markable_77::Intensity=medium|EmoExpression::markable_77::Polarity=positive|EmoExpression::markable_77::EmoExpression=True|EmoExpression::markable_77::SubjectiveFact=false
358588779545636864	positive	Heute für die @piraten_le am Rednerpult auf dem #csd der @thctutnichtweh :-)	heute für die @piraten_le an Rednerpult auf die #csd die @thctutnichtweh :-)	ADV APPR ART NN APPRART NN APPR ART NN ART NN $(	2/MO 0/-- 4/NK 2/NK 0/-- 5/NK 6/MNR 9/NK 7/NK 11/NK 9/AG 0/--	_ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg EmoExpression::markable_78::Intensity=medium|EmoExpression::markable_78::Polarity=positive|EmoExpression::markable_78::Uncertain=false|EmoExpression::markable_78::Sarcasm=false|EmoExpression::markable_78::SubjectiveFact=false|EmoExpression::markable_78::EmoExpression=True
363955934499844096	positive	Idee für eine kleine Werbeaktion. Stellenanzeigen für Copyright- und Patenttrolle mit Aufgabenbeschreibung wären was feines :) #piraten	Idee für eine klein Werbeaktion. Stellenanzeige für Copyright- und Patenttrolle mit Aufgabenbeschreibung sein was fein :) #piraten	NN APPR ART ADJA NN NN APPR TRUNC KON NN APPR NN VAFIN PIAT ADJA ADJA NN	0/-- 1/MNR 5/NK 5/NK 2/NK 13/SB 6/MNR 9/CJ 10/CD 7/NK 6/MNR 11/NK 0/-- 17/NK 17/NK 17/NK 13/PD	case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg case=nom|Sentiment::markable_80::Intensity=medium|gender=fem|Target::markable_82::Preferred=true|Sentiment::markable_80::Sentiment=True|Target::markable_82::Target=True|num=pl|Target::markable_82::Anaphref=empty|Sentiment::markable_80::Sarcasm=true|Sentiment::markable_80::Polarity=positive Target::markable_82::Target=True|Sentiment::markable_80::Sentiment=True Target::markable_82::Target=True|Sentiment::markable_80::Sentiment=True Target::markable_82::Target=True|Sentiment::markable_80::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_80::Sentiment=True|Target::markable_82::Target=True Target::markable_82::Target=True|Sentiment::markable_80::Sentiment=True case=dat|gender=fem|num=sg|Sentiment::markable_80::Sentiment=True|Target::markable_82::Target=True pers=3|num=pl|tense=past|mood=subj|Sentiment::markable_80::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_80::Sentiment=True case=nom|EmoExpression::markable_81::SubjectiveFact=false|gender=neut|pos=True|EmoExpression::markable_81::Uncertain=false|Sentiment::markable_80::Sentiment=True|num=sg|EmoExpression::markable_81::EmoExpression=True|EmoExpression::markable_81::Polarity=positive|EmoExpression::markable_81::Intensity=medium|EmoExpression::markable_81::Sarcasm=false case=nom|EmoExpression::markable_79::Polarity=positive|gender=neut|EmoExpression::markable_79::Intensity=medium|EmoExpression::markable_79::Sarcasm=false|EmoExpression::markable_79::SubjectiveFact=false|Sentiment::markable_80::Sentiment=True|num=sg|EmoExpression::markable_79::Uncertain=false|EmoExpression::markable_79::EmoExpression=True _
359687722547425283	positive	RT @alios: \o/ die zusecrew in #berlin betreibt einen eigenen pgp key server :) (via @piratsimon ) http://t.co/d9GxPadHWU #piraten+	RT @alios: \o/ die zusecrew in #berlin betreiben eine eigen pgp key Server :) (via @piratsimon ) http://t.co/d9GxPadHWU #piraten+	NE ADJA NN ART NN APPR NE VVFIN ART ADJA NN VVFIN NE ADJA NN NN $( NN ADJD	0/-- 1/UC 8/MO 5/NK 8/OA 5/MNR 6/NK 0/-- 11/NK 11/NK 12/OA 8/OC 12/SB 15/NK 8/OA 8/OA 18/-- 0/-- 18/PD	case=nom|*=True|num=sg case=nom|*=True|num=sg|Sentiment::markable_85::Sentiment=True|EmoExpression::markable_83::EmoExpression=True Sentiment::markable_85::Sentiment=True|EmoExpression::markable_83::EmoExpression=True case=acc|num=sg|Sentiment::markable_85::Sentiment=True|Target::markable_87::Preferred=true|Target::markable_87::Target=True|gender=fem|Target::markable_87::Anaphref=empty case=acc|gender=fem|num=sg|Sentiment::markable_85::Sentiment=True|Target::markable_87::Target=True Target::markable_87::Target=True|Sentiment::markable_85::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_85::Sentiment=True|Target::markable_87::Target=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_87::Target=True|Sentiment::markable_85::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_85::Sentiment=True|Target::markable_87::Target=True case=acc|num=sg|Sentiment::markable_85::Sentiment=True|Target::markable_87::Target=True|gender=masc|pos=True case=acc|gender=masc|num=sg|Sentiment::markable_85::Sentiment=True|Target::markable_87::Target=True Target::markable_87::Target=True|Sentiment::markable_85::Sentiment=True Target::markable_87::Target=True|Sentiment::markable_85::Sentiment=True case=acc|EmoExpression::markable_84::Sarcasm=false|EmoExpression::markable_84::EmoExpression=True|Sentiment::markable_85::Sentiment=True|EmoExpression::markable_84::Uncertain=false|EmoExpression::markable_84::Intensity=medium|gender=masc|EmoExpression::markable_84::Polarity=positive|pos=True|num=sg|EmoExpression::markable_84::SubjectiveFact=false case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=nom|gender=masc|num=pl pos=True
370476338140160000	negative	@TinaPannes immerhin ist die #afd nicht dabei :)	@TinaPannes immerhin sein die #afd nicht dabei :)	NN ADV VAFIN ART NN PTKNEG PAV ADJA	0/-- 3/MO 0/-- 5/NK 3/SB 3/NG 8/NK 3/PD	case=nom|gender=neut|num=sg Sentiment::markable_88::Sarcasm=false|Sentiment::markable_88::Polarity=negative|Sentiment::markable_88::Sentiment=True|Sentiment::markable_88::Intensity=medium pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_88::Sentiment=True case=nom|Target::markable_89::Target=True|num=sg|Target::markable_89::Anaphref=empty|Sentiment::markable_88::Sentiment=True|gender=fem|Target::markable_89::Preferred=true case=nom|gender=fem|Target::markable_89::Target=True|num=sg|Sentiment::markable_88::Sentiment=True Negation::markable_104013219::EmoExpressionRef=empty|Negation::markable_104013219::Negation=True|Sentiment::markable_88::Sentiment=True EmoExpression::markable_91::EmoExpression=True|EmoExpression::markable_91::Uncertain=false|Sentiment::markable_88::Sentiment=True|EmoExpression::markable_91::Intensity=weak|EmoExpression::markable_91::Sarcasm=false|EmoExpression::markable_91::SubjectiveFact=false|EmoExpression::markable_91::Polarity=positive EmoExpression::markable_90::EmoExpression=True|EmoExpression::markable_90::SubjectiveFact=false|Sentiment::markable_88::Sentiment=True|EmoExpression::markable_90::Uncertain=false|EmoExpression::markable_90::Polarity=positive|EmoExpression::markable_90::Sarcasm=false|EmoExpression::markable_90::Intensity=medium
381535109851389952	positive	RT @robse44: Über 23.000 wählen morgen Dynamo! Damit sollte die SGD schon mal die FDP überholt haben! ;-) #sgd1953 #überholenohneeinzuholen	RT @robse44: über @card@ wählen morgen Dynamo! damit sollen die SGD schon mal die FDP überholt haben! ;-) #sgd1953 #überholenohneeinzuholen	NE NN APPR CARD VVFIN ADV NN PAV VMFIN ART NN ADV ADV ART NE ADJD ADJA $( NN ADJA	2/PNC 0/-- 5/MO 3/NK 0/-- 5/MO 5/OA 9/NK 0/-- 11/NK 9/SB 13/MO 9/MO 15/NK 17/OA 17/MO 9/OC 19/-- 0/-- 19/UC	case=nom|*=True|num=sg case=nom|*=True|num=sg _ _ _ _ case=nom|gender=neut|num=sg Sentiment::markable_94::Sentiment=True|Sentiment::markable_94::Polarity=comparison|Sentiment::markable_94::Sarcasm=false|Sentiment::markable_94::Intensity=medium pers=3|Sentiment::markable_94::Sentiment=True|num=sg|tense=past|mood=ind case=nom|num=sg|Target::markable_95::Target=True|gender=fem|Sentiment::markable_94::Sentiment=True|Target::markable_95::Preferred=true|Target::markable_95::Anaphref=empty case=nom|gender=fem|Sentiment::markable_94::Sentiment=True|num=sg|Target::markable_95::Target=True Sentiment::markable_94::Sentiment=True Sentiment::markable_94::Sentiment=True case=acc|Target::markable_96::Anaphref=empty|num=sg|Target::markable_96::Preferred=false|gender=fem|Sentiment::markable_94::Sentiment=True|Target::markable_96::Target=True case=acc|gender=fem|Sentiment::markable_94::Sentiment=True|num=sg|Target::markable_96::Target=True EmoExpression::markable_97::Sarcasm=false|EmoExpression::markable_97::EmoExpression=True|EmoExpression::markable_97::Uncertain=false|EmoExpression::markable_97::Intensity=medium|EmoExpression::markable_97::SubjectiveFact=false|Sentiment::markable_94::Sentiment=True|EmoExpression::markable_97::Polarity=positive Sentiment::markable_94::Sentiment=True EmoExpression::markable_93::Uncertain=false|EmoExpression::markable_93::Intensity=medium|EmoExpression::markable_93::Sarcasm=false|EmoExpression::markable_93::SubjectiveFact=false|Sentiment::markable_94::Sentiment=True|EmoExpression::markable_93::EmoExpression=True|EmoExpression::markable_93::Polarity=positive case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl|pos=True
381666118160887808	positive	Heute sind wir dran - die Wähler- diese Fragen zu beantworten. Also #gehwählen :-)	heute sein wir dran - die Wähler- dies Frage zu beantworten. also #gehwählen :-)	ADV VAFIN PPER PAV $( ART TRUNC PDAT NN APPR NE ADV ADJA $(	2/MO 0/-- 2/SB 3/NK 3/-- 7/NK 2/PD 9/NK 7/OA 2/MO 10/NK 13/MO 0/-- 13/--	_ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ _ case=acc|gender=fem|num=pl _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ _ _ _ EmoExpression::markable_98::Uncertain=false|EmoExpression::markable_98::EmoExpression=True|EmoExpression::markable_98::Polarity=positive|EmoExpression::markable_98::Sarcasm=false|EmoExpression::markable_98::Intensity=medium|EmoExpression::markable_98::SubjectiveFact=false
366143232230432769	positive	@umtriebe Ich wusste du freust dich. Bisher aber wirklich nur Köpfe ... wann kommen die Piraten und bringen ein paar Themen? :)	@umtriebe ich wissen du freuen dich. bisher aber wirklich nur Kopf ... wann kommen die Pirat und bringen eine paar Themen? :)	NN PPER VVFIN PPER VVFIN NE ADV ADV ADJD ADV NN $. PWAV VVFIN ART NN KON VVFIN ART PIAT NN ADJA	0/-- 3/SB 0/-- 5/SB 3/OC 5/OA 9/MO 9/MO 11/MO 11/MO 0/-- 11/-- 14/MO 0/-- 16/NK 14/SB 14/CD 17/CJ 20/NK 21/NK 18/OA 0/--	case=nom|gender=masc|num=pl case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=past|mood=ind case=nom|*=True|num=sg|pers=2 EmoExpression::markable_99::Sarcasm=false|EmoExpression::markable_99::SubjectiveFact=false|mood=ind|EmoExpression::markable_99::EmoExpression=True|pers=3|EmoExpression::markable_99::Intensity=medium|num=sg|tense=pres|EmoExpression::markable_99::Polarity=positive|EmoExpression::markable_99::Uncertain=false case=nom|*=True|num=sg _ _ pos=True _ case=acc|gender=masc|num=pl _ _ pers=3|num=pl|tense=pres|mood=ind case=nom|gender=masc|num=pl case=nom|gender=masc|num=pl _ pers=3|num=pl|tense=pres|mood=ind *=True *=True *=True EmoExpression::markable_100::EmoExpression=True|EmoExpression::markable_100::SubjectiveFact=false|EmoExpression::markable_100::Sarcasm=false|EmoExpression::markable_100::Uncertain=false|EmoExpression::markable_100::Polarity=positive|EmoExpression::markable_100::Intensity=medium
