381764388614836224	positive	@ozerergun09 @spdhh das hoffe ich. dafür haben wir alle ein halbes jahr wahlkampf gemacht :-)	@ozerergun09 @spdhh die hoffen ich. dafür haben wir alle eine halb Jahr wahlkampf machen :-)	CARD NN PDS VVFIN ADJD PAV VAFIN PPER PIS ART ADJA NN ADJD VVPP $(	0/-- 0/-- 4/SB 14/MO 4/MO 4/NK 0/-- 7/SB 8/NK 12/NK 12/NK 14/OA 14/MO 7/OC 14/--	_ _ case=nom|Target::markable_4::Preferred=true|Target::markable_4::Anaphref=empty|gender=neut|Target::markable_4::Target=True|Sentiment::markable_1::Sentiment=True|Sentiment::markable_1::Sarcasm=false|num=sg|Sentiment::markable_1::Polarity=positive|Sentiment::markable_1::Intensity=medium mood=subj|EmoExpression::markable_3::Polarity=positive|EmoExpression::markable_3::SubjectiveFact=false|EmoExpression::markable_3::Sarcasm=false|Sentiment::markable_1::Sentiment=True|pers=3|EmoExpression::markable_3::Intensity=medium|num=sg|tense=pres|EmoExpression::markable_3::Uncertain=false|EmoExpression::markable_3::EmoExpression=True Source::markable_2::Source=True|Source::markable_2::Anaphref=empty|pos=True|Sentiment::markable_1::Sentiment=True _ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 case=nom|*=True|num=pl case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True case=acc|gender=neut|num=sg pos=True _ EmoExpression::markable_5::Intensity=medium|EmoExpression::markable_5::Sarcasm=false|EmoExpression::markable_5::SubjectiveFact=false|EmoExpression::markable_5::EmoExpression=True|EmoExpression::markable_5::Uncertain=false|EmoExpression::markable_5::Polarity=positive
377163120806199296	positive	@peterpstuttgart hey komm, der ist einer der #grüne n, die sagen nie nie :-) #s21 #kuhn	@peterpstuttgart Hey komm, die sein eine die #grüne n, die sagen nie nie :-) #s21 #kuhn	NE NE NE ART VAFIN PIS ART NN NE ART VVFIN ADV ADV $( CARD NN	0/-- 3/PNC 11/SB 5/SB 3/RC 5/SB 8/NK 5/PD 8/NK 5/PD 0/-- 11/MO 11/MO 13/-- 16/NK 11/OA	_ _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=acc|Target::markable_38::Anaphref=empty|Target::markable_38::Preferred=true|gender=fem|num=pl|Sentiment::markable_37::Sentiment=True|Sentiment::markable_37::Sarcasm=false|Sentiment::markable_37::Polarity=positive|Sentiment::markable_37::Intensity=medium|Target::markable_38::Target=True pers=3|num=pl|tense=pres|mood=ind|Target::markable_38::Target=True|Sentiment::markable_37::Sentiment=True Sentiment::markable_37::Sentiment=True|Target::markable_38::Target=True Sentiment::markable_37::Sentiment=True|Target::markable_38::Target=True EmoExpression::markable_39::SubjectiveFact=false|EmoExpression::markable_39::EmoExpression=True|Sentiment::markable_37::Sentiment=True|EmoExpression::markable_39::Polarity=positive|EmoExpression::markable_39::Sarcasm=false|EmoExpression::markable_39::Uncertain=false|EmoExpression::markable_39::Intensity=medium _ case=acc|gender=masc|num=sg|pers=3
375367926909771777	positive	RT @DoroBaer: Repräsentative #Emnid Umfrage: Wer hat das #TVDuell gewonnen? #Seehofer 62% #Ude 26% :-)))	RT @DoroBaer: Repräsentative #Emnid Umfrage: wer haben die #TVDuell gewonnen? #Seehofer @card@ #Ude @card@ :-)))	NE ADJA NN ADJA NN PWS VAFIN ART NN ADJA NN CARD NN CARD NN	0/-- 1/UC 7/CJ 5/NK 3/NK 7/SB 0/-- 9/NK 7/SB 7/RS 0/-- 13/NK 11/MO 15/NK 11/PD	case=nom|*=True|num=sg case=nom|*=True|num=sg Target::markable_41::Anaphref=empty|Target::markable_41::Preferred=true|EmoExpression::markable_42::Uncertain=false|Sentiment::markable_40::Sentiment=True|EmoExpression::markable_42::EmoExpression=True|num=sg|EmoExpression::markable_42::Sarcasm=false|Target::markable_41::Target=True|case=nom|gender=fem|Sentiment::markable_40::Sarcasm=false|EmoExpression::markable_42::SubjectiveFact=false|Sentiment::markable_40::Intensity=medium|EmoExpression::markable_42::Polarity=positive|EmoExpression::markable_42::Intensity=medium|Sentiment::markable_40::Polarity=positive case=nom|num=sg|gender=fem|Sentiment::markable_40::Sentiment=True|pos=True|Target::markable_41::Target=True case=nom|gender=fem|num=sg case=nom|num=sg|Sentiment::markable_44::Intensity=medium|Sentiment::markable_44::Sarcasm=false|gender=masc|Sentiment::markable_44::Polarity=comparison|Sentiment::markable_44::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_44::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_44::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_44::Sentiment=True case=acc|gender=neut|num=sg|pos=True|Sentiment::markable_44::Sentiment=True case=nom|num=sg|Target::markable_45::Preferred=true|gender=masc|Target::markable_45::Target=True|Target::markable_45::Anaphref=empty|Sentiment::markable_44::Sentiment=True case=nom|gender=masc|num=sg|pos=True|Sentiment::markable_44::Sentiment=True case=nom|Target::markable_46::Target=True|num=sg|Target::markable_46::Anaphref=empty|gender=masc|Target::markable_46::Preferred=false|Sentiment::markable_44::Sentiment=True Sentiment::markable_44::Sentiment=True case=nom|EmoExpression::markable_47::EmoExpression=True|EmoExpression::markable_47::SubjectiveFact=false|EmoExpression::markable_47::Uncertain=false|gender=masc|EmoExpression::markable_47::Polarity=positive|EmoExpression::markable_47::Sarcasm=false|num=sg|EmoExpression::markable_47::Intensity=medium|Sentiment::markable_44::Sentiment=True
348210514041643009	positive	#Piraten sind uncool geworden... #FDP-Effekt nennt man das ;-).	#Piraten sein uncool geworden... #FDP-Effekt nennen man die ;-).	NN VAFIN ADJD ADJA NN VVFIN PIS ART ADJA	2/SB 0/-- 4/MO 2/MO 6/MO 0/-- 6/SB 9/NK 6/OA	case=nom|Target::markable_49::Target=True|gender=masc|Target::markable_49::Anaphref=empty|Sentiment::markable_48::Intensity=medium|num=pl|Sentiment::markable_48::Sarcasm=false|Sentiment::markable_48::Polarity=positive|Target::markable_49::Preferred=true|Sentiment::markable_48::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_48::Sentiment=True EmoExpression::markable_50::Intensity=medium|EmoExpression::markable_50::SubjectiveFact=false|EmoExpression::markable_50::Uncertain=false|pos=True|Sentiment::markable_48::Sentiment=True|EmoExpression::markable_50::Polarity=negative|EmoExpression::markable_50::Sarcasm=false|EmoExpression::markable_50::EmoExpression=True pos=True pos=True pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True
352548467958235139	negative	die Politiker der SPD/CDU/CSU/GRÜNE können nicht mit diesem #neuland umgehen :) #annewill	die Politiker die SPD/CDU/CSU/GRÜNE können nicht mit dies #neuland umgehen :) #annewill	ART NN ART NN VMFIN PTKNEG APPR PDAT NN VVFIN ADJA NN	2/NK 5/SB 4/NK 2/AG 0/-- 5/NG 10/OP 9/NK 7/NK 5/OC 12/NK 10/OA	case=nom|Sentiment::markable_52::Intensity=medium|Target::markable_53::Anaphref=empty|gender=masc|Target::markable_53::Preferred=true|Sentiment::markable_52::Polarity=negative|num=pl|Sentiment::markable_52::Sentiment=True|Sentiment::markable_52::Sarcasm=false|Target::markable_53::Target=True case=nom|gender=masc|num=pl|Sentiment::markable_52::Sentiment=True|Target::markable_53::Target=True case=gen|gender=fem|num=sg|Sentiment::markable_52::Sentiment=True|Target::markable_53::Target=True case=gen|num=sg|Sentiment::markable_52::Sentiment=True|Target::markable_56::Preferred=true|gender=fem|Target::markable_56::Target=True|Target::markable_56::Anaphref=empty EmoExpression::markable_57::Sarcasm=false|mood=ind|EmoExpression::markable_57::Polarity=positive|pers=3|EmoExpression::markable_57::Uncertain=false|num=pl|tense=pres|EmoExpression::markable_57::Intensity=medium|Sentiment::markable_52::Sentiment=True|EmoExpression::markable_57::EmoExpression=True|EmoExpression::markable_57::SubjectiveFact=false Negation::markable_58::Negation=True|Negation::markable_58::EmoExpressionRef=emo-expression:markable_57|Sentiment::markable_52::Sentiment=True Sentiment::markable_52::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_52::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_52::Sentiment=True pers=3|Sentiment::markable_52::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|gender=masc|num=sg|Sentiment::markable_52::Sentiment=True|pos=True case=acc|gender=masc|num=sg
381894153241522176	positive	@realalexsos Das sollten lieber die Wähler der #AfD machen. ;-)	@realalexsos die sollen lieb die Wähler die #AfD machen. ;-)	NN PDS VMFIN ADJD ART NN ART NN NE $(	0/-- 3/SB 0/-- 3/MO 6/NK 3/SB 8/NK 6/AG 8/NK 0/--	pos=True case=acc|Sentiment::markable_59::Intensity=medium|Sentiment::markable_59::Sarcasm=false|num=sg|Sentiment::markable_59::Polarity=positive|Sentiment::markable_59::Sentiment=True|gender=neut pers=3|Sentiment::markable_59::Sentiment=True|num=pl|tense=past|mood=ind EmoExpression::markable_61::Polarity=positive|EmoExpression::markable_61::Sarcasm=false|EmoExpression::markable_61::SubjectiveFact=false|EmoExpression::markable_61::Uncertain=false|Sentiment::markable_59::Sentiment=True|EmoExpression::markable_61::Intensity=medium|EmoExpression::markable_61::EmoExpression=True case=nom|Target::markable_60::Preferred=true|num=pl|Target::markable_60::Anaphref=empty|Sentiment::markable_59::Sentiment=True|gender=masc|Target::markable_60::Target=True case=nom|gender=masc|num=pl|Target::markable_60::Target=True|Sentiment::markable_59::Sentiment=True case=gen|gender=fem|num=sg|Target::markable_60::Target=True|Sentiment::markable_59::Sentiment=True case=gen|gender=fem|num=sg|Target::markable_60::Target=True|Sentiment::markable_59::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_59::Sentiment=True EmoExpression::markable_62::SubjectiveFact=false|EmoExpression::markable_62::Polarity=positive|EmoExpression::markable_62::EmoExpression=True|EmoExpression::markable_62::Sarcasm=false|Sentiment::markable_59::Sentiment=True|EmoExpression::markable_62::Uncertain=false|EmoExpression::markable_62::Intensity=medium
384711418856996864	negative	@doppeltnull warum denn letzte? :( gibt es ersatz? /cc @zdf	@doppeltnull warum denn letzte? :( geben es ersatz? /cc @zdf	NN PWAV ADV ADJA NN VVFIN PPER ADJA NN NE	0/-- 4/MO 4/MO 0/-- 6/MO 0/-- 6/EP 6/MO 0/-- 9/NK	_ _ _ _ EmoExpression::markable_63::Polarity=negative|EmoExpression::markable_63::Sarcasm=false|EmoExpression::markable_63::EmoExpression=True|EmoExpression::markable_63::SubjectiveFact=false|EmoExpression::markable_63::Uncertain=false|EmoExpression::markable_63::Intensity=medium pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 case=acc|gender=masc|num=pl|pos=True case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
365751452620169216	positive	@MrsSarah_Malik Ok :) u.,was ist ein followspree ?? :D U. bei Jeddy ist auch alles im grünen Bereich oder? :D	@MrsSarah_Malik Ok :) u.,was sein eine followspree ?? :D u. bei Jeddy sein auch alle in grün Bereich oder? :D	NN NE NN NE VAFIN ART NE ADJA NN KON APPR ADJA VAFIN ADV PIS APPRART ADJA NN ADJA ADJA	0/-- 3/NK 5/SB 3/NK 0/-- 7/NK 5/SB 7/PNC 13/SB 11/CD 9/MNR 11/NK 0/-- 16/MO 13/SB 13/MO 18/NK 16/NK 13/MO 0/--	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|EmoExpression::markable_64::Sarcasm=false|EmoExpression::markable_64::SubjectiveFact=false|gender=fem|EmoExpression::markable_64::Intensity=medium|num=sg|EmoExpression::markable_64::Polarity=positive|EmoExpression::markable_64::EmoExpression=True|EmoExpression::markable_64::Uncertain=false case=nom|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg|comp=True case=nom|EmoExpression::markable_65::Intensity=medium|gender=neut|EmoExpression::markable_65::EmoExpression=True|EmoExpression::markable_65::Uncertain=false|num=sg|EmoExpression::markable_65::Polarity=positive|EmoExpression::markable_65::Sarcasm=false|EmoExpression::markable_65::SubjectiveFact=false Sentiment::markable_67::Sentiment=True|Sentiment::markable_67::Polarity=positive|Sentiment::markable_67::Sarcasm=false|Sentiment::markable_67::Intensity=medium Sentiment::markable_67::Sentiment=True case=dat|Sentiment::markable_67::Sentiment=True|Target::markable_68::Target=True|Target::markable_68::Preferred=true|*=True|pos=True|num=pl|Target::markable_68::Anaphref=empty Sentiment::markable_67::Sentiment=True|mood=ind|EmoExpression::markable_69::Polarity=positive|EmoExpression::markable_69::Sarcasm=false|EmoExpression::markable_69::EmoExpression=True|pers=3|EmoExpression::markable_69::Intensity=medium|num=sg|tense=pres|EmoExpression::markable_69::SubjectiveFact=false|EmoExpression::markable_69::Uncertain=false Sentiment::markable_67::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_67::Sentiment=True case=dat|gender=masc|EmoExpression::markable_69::EmoExpression=True|num=sg|Sentiment::markable_67::Sentiment=True case=dat|Sentiment::markable_67::Sentiment=True|EmoExpression::markable_69::EmoExpression=True|num=sg|gender=masc|pos=True case=dat|gender=masc|EmoExpression::markable_69::EmoExpression=True|num=sg|Sentiment::markable_67::Sentiment=True Sentiment::markable_67::Sentiment=True Sentiment::markable_67::Sentiment=True|EmoExpression::markable_66::Polarity=positive|EmoExpression::markable_66::EmoExpression=True|EmoExpression::markable_66::Uncertain=false|EmoExpression::markable_66::Intensity=medium|EmoExpression::markable_66::Sarcasm=false|EmoExpression::markable_66::SubjectiveFact=false
381686347817558017	mixed	Ich hoffe nicht! lass sie dümpeln :-) "@zeitonline: Kommt deshalb nach der Wahl der Generationswechsel? http://t.co/mPSKtd2oVU #btw13"	ich hoffen nicht! laß sie dümpeln :-) "@zeitonline: kommen deshalb nach die Wahl die Generationswechsel? http://t.co/mPSKtd2oVU #btw13"	PPER VVFIN ADJD ADJD PPER VVINF $( NN VVFIN PAV APPR ART NN ART ADJA NN ADJA	2/SB 0/-- 2/MO 6/MO 6/SB 0/-- 6/-- 6/OA 0/-- 9/NK 9/MO 13/NK 11/NK 15/NK 13/AG 0/-- 16/NK	case=nom|*=True|num=sg|pers=1 EmoExpression::markable_70::SubjectiveFact=false|EmoExpression::markable_70::EmoExpression=True|mood=ind|EmoExpression::markable_70::Polarity=positive|EmoExpression::markable_70::Sarcasm=false|pers=1|num=sg|tense=pres|EmoExpression::markable_70::Intensity=medium|EmoExpression::markable_70::Uncertain=false _ _ case=nom|*=True|num=pl|pers=3 EmoExpression::markable_10409975::Uncertain=false|EmoExpression::markable_10409975::Polarity=negative|mood=ind|EmoExpression::markable_10409975::Intensity=weak|pers=3|EmoExpression::markable_10409975::EmoExpression=True|num=pl|tense=pres|EmoExpression::markable_10409975::Sarcasm=false|EmoExpression::markable_10409975::SubjectiveFact=false EmoExpression::markable_72::EmoExpression=True|EmoExpression::markable_72::SubjectiveFact=false|EmoExpression::markable_72::Uncertain=false|EmoExpression::markable_72::Polarity=positive|EmoExpression::markable_72::Sarcasm=false|EmoExpression::markable_72::Intensity=medium case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
381190309171826688	neutral	RT @Piratenbaer: Die #AfD hat wirklich kein (Grundsatz-) Programm. #btw13	RT @Piratenbaer: die #AfD haben wirklich keine (Grundsatz-) Programm. #btw13	NE NN ART NN VAFIN ADJD PIAT $( NN CARD	2/AG 0/-- 4/NK 5/SB 0/-- 7/MO 9/NK 7/-- 5/OA 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|Sentiment::markable_73::Sentiment=True case=nom|num=sg|Target::markable_75::Preferred=true|Sentiment::markable_73::Sentiment=True|Target::markable_75::Target=True|gender=fem|Target::markable_75::Anaphref=empty case=nom|gender=fem|Target::markable_75::Target=True|num=sg|Sentiment::markable_73::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_73::Sentiment=True pos=True|Sentiment::markable_73::Sentiment=True case=acc|num=sg|Sentiment::markable_73::Sentiment=True|gender=neut|Negation::markable_77::EmoExpressionRef=emo-expression:markable_76|Negation::markable_77::Negation=True case=acc|gender=neut|EmoExpression::markable_76::EmoExpression=True|num=sg|Sentiment::markable_73::Sentiment=True case=acc|gender=neut|num=sg _
374292767016370176	positive	@DoroBaer @DavidGansel Tja, @Die_Gruenen haben wohl eine andere Herangehensweise an Politik als wir. ;-)	@DoroBaer @DavidGansel Tja, @Die_Gruenen haben wohl eine andere Herangehensweise an Politik als wir. ;-)	ADJA NN NE ADJA VAFIN ADV ART PIAT NN APPR NN KOKOM ADJA $(	0/-- 0/-- 4/SB 0/-- 0/-- 5/MO 9/NK 9/NK 5/OA 9/MNR 10/NK 13/CM 11/CC 0/--	_ case=nom|gender=masc|num=sg case=nom|*=True|num=sg case=acc|gender=masc|num=sg|pos=True pers=3|num=pl|tense=pres|mood=ind _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ pos=True EmoExpression::markable_78::Intensity=medium|EmoExpression::markable_78::Polarity=positive|EmoExpression::markable_78::Uncertain=false|EmoExpression::markable_78::Sarcasm=false|EmoExpression::markable_78::SubjectiveFact=false|EmoExpression::markable_78::EmoExpression=True
347071777496768513	negative	. @VickySpielfrau @Gruene_Austria ~ jetzt kommen alle #idiotierenden zwerg' #faschisten bei'DEN'grünen #POPOS aus Ihren #braunen löchern :-(	. @VickySpielfrau @Gruene_Austria ~ jetzt kommen alle #idiotierenden zwerg' #faschisten bei'DEN'grünen #POPOS aus ihr #braunen löchern :-(	$. NN NN XY ADV VVFIN PIAT NN ADJA NN ADJA NN APPR PPOSAT NN VVINF $(	0/-- 0/-- 0/-- 0/-- 6/MO 0/-- 8/NK 6/SB 10/NK 16/OA 12/NK 10/AG 16/MO 15/NK 13/NK 6/OC 16/--	_ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=gen|Sentiment::markable_79::Sarcasm=false|Sentiment::markable_79::Polarity=negative|Sentiment::markable_79::Sentiment=True|gender=fem|Sentiment::markable_79::Intensity=strong|pers=3|num=sg Sentiment::markable_79::Sentiment=True pers=3|num=pl|tense=pres|mood=ind|Sentiment::markable_79::Sentiment=True case=nom|gender=neut|num=pl|Sentiment::markable_79::Sentiment=True case=nom|EmoExpression::markable_80::Uncertain=false|EmoExpression::markable_80::Intensity=strong|EmoExpression::markable_80::Sarcasm=false|Sentiment::markable_79::Sentiment=True|gender=neut|EmoExpression::markable_80::EmoExpression=True|num=pl|EmoExpression::markable_80::SubjectiveFact=false|EmoExpression::markable_80::Polarity=negative case=nom|gender=neut|num=pl|pos=True|Sentiment::markable_79::Sentiment=True case=nom|EmoExpression::markable_81::SubjectiveFact=false|Sentiment::markable_79::Sentiment=True|gender=neut|EmoExpression::markable_81::Uncertain=false|num=pl|EmoExpression::markable_81::EmoExpression=True|EmoExpression::markable_81::Polarity=negative|EmoExpression::markable_81::Intensity=strong|EmoExpression::markable_81::Sarcasm=false case=nom|Sentiment::markable_79::Sentiment=True|gender=neut|pos=True|Target::markable_82::Preferred=true|Target::markable_82::Target=True|num=pl|Target::markable_82::Anaphref=empty case=nom|gender=neut|num=pl|Sentiment::markable_79::Sentiment=True|Target::markable_82::Target=True Sentiment::markable_79::Sentiment=True case=dat|gender=fem|num=pl|Sentiment::markable_79::Sentiment=True case=dat|EmoExpression::markable_10409977::Intensity=medium|Sentiment::markable_79::Sentiment=True|gender=fem|EmoExpression::markable_10409977::SubjectiveFact=false|EmoExpression::markable_10409977::EmoExpression=True|EmoExpression::markable_10409977::Polarity=negative|num=pl|EmoExpression::markable_10409977::Uncertain=false|EmoExpression::markable_10409977::Sarcasm=false Sentiment::markable_79::Sentiment=True EmoExpression::markable_83::EmoExpression=True|EmoExpression::markable_83::SubjectiveFact=false|Sentiment::markable_79::Sentiment=True|EmoExpression::markable_83::Uncertain=false|EmoExpression::markable_83::Polarity=negative|EmoExpression::markable_83::Sarcasm=false|EmoExpression::markable_83::Intensity=medium
375228022942871552	positive	RT @Ekynos: Kritische Denker bei den @JungePiraten . Gefällt mir. :) #afd-	RT @Ekynos: kritisch Denker bei die @JungePiraten . gefallen mir. :) #afd-	NE ADJA ADJA NN APPR ART NN $. VVFIN ADJA NN ADJA	0/-- 1/UC 4/NK 0/-- 4/MNR 7/NK 5/NK 0/-- 10/MO 0/-- 0/-- 11/NK	case=nom|*=True|num=sg case=nom|*=True|num=sg|Sentiment::markable_84::Sentiment=True case=nom|EmoExpression::markable_90::EmoExpression=True|Target::markable_87::Target=True|gender=masc|Target::markable_87::Anaphref=empty|pos=True|EmoExpression::markable_90::Intensity=medium|num=pl|EmoExpression::markable_90::SubjectiveFact=false|Target::markable_87::Preferred=true|EmoExpression::markable_90::Uncertain=false|Sentiment::markable_84::Sentiment=True|EmoExpression::markable_90::Polarity=positive|EmoExpression::markable_90::Sarcasm=false case=nom|gender=masc|num=pl|Sentiment::markable_84::Sentiment=True|Target::markable_87::Target=True Target::markable_87::Target=True|Sentiment::markable_84::Sentiment=True case=dat|gender=masc|num=pl|Sentiment::markable_84::Sentiment=True|Target::markable_87::Target=True case=dat|gender=masc|num=pl|Sentiment::markable_84::Sentiment=True|Target::markable_87::Target=True Sentiment::markable_84::Sentiment=True Sentiment::markable_84::Sentiment=True|mood=ind|EmoExpression::markable_88::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_88::Polarity=positive|EmoExpression::markable_88::Uncertain=false|EmoExpression::markable_88::Intensity=medium|EmoExpression::markable_88::Sarcasm=false|EmoExpression::markable_88::SubjectiveFact=false case=nom|gender=fem|num=sg|pos=True|Sentiment::markable_84::Sentiment=True case=nom|EmoExpression::markable_89::Uncertain=false|EmoExpression::markable_89::SubjectiveFact=false|gender=fem|EmoExpression::markable_89::EmoExpression=True|num=sg|EmoExpression::markable_89::Polarity=positive|EmoExpression::markable_89::Sarcasm=false|EmoExpression::markable_89::Intensity=medium|Sentiment::markable_84::Sentiment=True case=nom|gender=fem|num=sg|pos=True
376470048191578112	mixed	RT @dehsur: #AfD- Fanboys glauben das sich bei Rückkehr zur DM sich ihr Geld verdoppelt :)	RT @dehsur: #AfD- Fanboys glauben die sich bei Rückkehr zu DM sich ihr Geld verdoppeln :)	NE ADJA TRUNC NN VVFIN PDS PRF APPR NN APPRART NN PRF PPOSAT NN VVFIN ADJA	0/-- 1/UC 4/NK 5/SB 0/-- 5/OA 5/OA 5/MO 8/NK 9/MNR 10/NK 15/OA 14/NK 15/SB 5/CJ 15/MO	case=nom|*=True|num=sg case=nom|*=True|num=sg _ case=nom|EmoExpression::markable_10409978::EmoExpression=True|gender=masc|EmoExpression::markable_10409978::Polarity=negative|EmoExpression::markable_10409978::Intensity=medium|EmoExpression::markable_10409978::Sarcasm=false|num=pl|EmoExpression::markable_10409978::Uncertain=false|EmoExpression::markable_10409978::SubjectiveFact=false pers=3|num=pl|tense=pres|mood=ind case=acc|gender=neut|num=sg case=acc|pers=3|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|pers=3|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_91::EmoExpression=True|EmoExpression::markable_91::Uncertain=false|EmoExpression::markable_91::Intensity=medium|EmoExpression::markable_91::Sarcasm=false|EmoExpression::markable_91::SubjectiveFact=false|EmoExpression::markable_91::Polarity=positive
383543739819372545	positive	Die #ÖVP auf den Spuren der #FDP :) http://t.co/MrYVuciojZ #nrw13	die #ÖVP auf die Spur|Spuren die #FDP :) http://t.co/MrYVuciojZ #nrw13	ART NN APPR ART NN ART NN ADJA NN CARD	2/NK 0/-- 2/MNR 5/NK 3/NK 7/NK 5/AG 9/NK 7/AG 9/NK	case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg case=gen|EmoExpression::markable_92::SubjectiveFact=false|gender=fem|pos=True|EmoExpression::markable_92::Uncertain=false|num=sg|EmoExpression::markable_92::EmoExpression=True|EmoExpression::markable_92::Intensity=medium|EmoExpression::markable_92::Polarity=positive|EmoExpression::markable_92::Sarcasm=false case=gen|gender=fem|num=sg _
354847185927548931	negative	@allabouteve1950 Den habe ich doch gestern verbrannt. Den grünen Rauch nicht gesehen? ;-)	@allabouteve1950 die haben ich doch gestern verbrannt. die grün Rauch nicht gesehen? ;-)	NN ART VAFIN PPER ADV ADV NN ART ADJA NN PTKNEG ADJA $(	0/-- 7/NK 0/-- 3/SB 3/MO 3/MO 3/OA 10/NK 10/NK 12/OA 12/NG 0/-- 0/--	case=nom|gender=masc|num=sg case=acc|Target::markable_95::Target=True|gender=masc|Target::markable_95::Preferred=true|Sentiment::markable_94::Polarity=negative|num=sg|Sentiment::markable_94::Sarcasm=false|Sentiment::markable_94::Intensity=medium|Sentiment::markable_94::Sentiment=True|Target::markable_95::Anaphref=empty pers=1|Sentiment::markable_94::Sentiment=True|num=sg|tense=pres|mood=ind case=nom|pers=1|num=sg|Source::markable_96::Source=True|Source::markable_96::Anaphref=empty|Sentiment::markable_94::Sentiment=True|*=True Sentiment::markable_94::Sentiment=True Sentiment::markable_94::Sentiment=True _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg _ _ EmoExpression::markable_93::Uncertain=false|EmoExpression::markable_93::Intensity=medium|EmoExpression::markable_93::Sarcasm=false|EmoExpression::markable_93::SubjectiveFact=false|EmoExpression::markable_93::EmoExpression=True|EmoExpression::markable_93::Polarity=positive
