373986383125176320	positive	@_JennyGER_ das ganze plakative Gehabe lass ich mal durchgehen weil ''wahlkampf'' ist :-)	@_JennyGER_ die ganz plakative Gehabe laß ich mal durchgehen weil ''wahlkampf'' sein :-)	NN ART ADJA ADJA NN ADJD PPER ADV VVFIN KOUS NN VAFIN $(	0/-- 5/NK 5/NK 5/NK 12/SB 12/PD 12/SB 12/MO 8/UC 12/CP 12/SB 0/-- 12/--	case=nom|gender=neut|num=sg case=nom|Sentiment::markable_100500229::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|Target::markable_100500230::Anaphref=empty|Sentiment::markable_100500229::Polarity=positive|num=sg|Sentiment::markable_100500229::Sarcasm=false|Target::markable_100500230::Target=True|Target::markable_100500230::Preferred=true case=nom|num=sg|Sentiment::markable_100500229::Sentiment=True|Target::markable_100500230::Target=True|gender=neut|pos=True case=nom|EmoExpression::markable_100500231::Intensity=medium|Sentiment::markable_100500229::Sentiment=True|gender=neut|pos=True|EmoExpression::markable_100500231::Sarcasm=false|num=sg|EmoExpression::markable_100500231::Polarity=positive|Target::markable_100500230::Target=True|EmoExpression::markable_100500231::SubjectiveFact=false|EmoExpression::markable_100500231::Uncertain=false|EmoExpression::markable_100500231::EmoExpression=True case=nom|EmoExpression::markable_100500415::EmoExpression=True|Sentiment::markable_100500229::Sentiment=True|EmoExpression::markable_100500415::Uncertain=false|gender=neut|EmoExpression::markable_100500415::Sarcasm=false|EmoExpression::markable_100500415::Intensity=medium|num=sg|Target::markable_100500230::Target=True|EmoExpression::markable_100500415::SubjectiveFact=false|EmoExpression::markable_100500415::Polarity=negative _ case=nom|*=True|num=sg|pers=1 _ _ _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|EmoExpression::markable_1::Intensity=medium
380033920731193345	negative	RT @CDeutschlaender: Endergebnis: Martin #Runge fliegt aus dem Landtag. :-( #ltwby #Grüne	RT @CDeutschlaender: Endergebnis: Martin #Runge fliegen aus die Landtag. :-( #ltwby #Grüne	NE ADJA NN NE NN VVFIN APPR ART NN $( NN ADJA	0/-- 1/UC 6/SB 5/PNC 3/NK 0/-- 6/MO 9/NK 7/NK 11/-- 0/-- 11/UC	case=nom|*=True|num=sg case=nom|*=True|num=sg case=nom|gender=neut|num=sg case=nom|Sentiment::markable_15::Intensity=medium|Sentiment::markable_15::Sarcasm=false|Target::markable_17::Target=True|Target::markable_17::Preferred=true|gender=neut|Target::markable_17::Anaphref=empty|num=sg|Sentiment::markable_15::Polarity=negative|Sentiment::markable_15::Sentiment=True case=nom|gender=masc|num=pl|Target::markable_17::Target=True|Sentiment::markable_15::Sentiment=True pers=3|num=sg|tense=pres|mood=ind|Target::markable_17::Target=True|Sentiment::markable_15::Sentiment=True Sentiment::markable_15::Sentiment=True|Target::markable_17::Target=True case=dat|gender=masc|num=sg|Target::markable_17::Target=True|Sentiment::markable_15::Sentiment=True case=dat|gender=masc|num=sg|Sentiment::markable_15::Sentiment=True EmoExpression::markable_16::Polarity=negative|EmoExpression::markable_16::Sarcasm=false|EmoExpression::markable_16::EmoExpression=True|Sentiment::markable_15::Sentiment=True|EmoExpression::markable_16::Uncertain=false|EmoExpression::markable_16::SubjectiveFact=false|EmoExpression::markable_16::Intensity=medium case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
369915719959334912	positive	Ich habe einen Nichtwähler bekehrt. Eine weitere Stimme für eine "Sonstige" Partei. :) #Bundestagswahl2013	ich haben eine Nichtwähler bekehrt. eine weit Stimme für eine "Sonstige" Partei. :) #Bundestagswahl2013	PPER VAFIN ART NN NE ART ADJA NN APPR ART NN NN ADJD CARD	2/SB 0/-- 4/NK 2/OA 4/NK 8/NK 8/NK 0/-- 8/MNR 11/NK 9/NK 8/PD 14/MO 0/--	case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=neut|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|comp=True case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg case=nom|gender=neut|num=sg EmoExpression::markable_18::EmoExpression=True|EmoExpression::markable_18::SubjectiveFact=false|EmoExpression::markable_18::Uncertain=false|EmoExpression::markable_18::Polarity=positive|EmoExpression::markable_18::Sarcasm=false|EmoExpression::markable_18::Intensity=medium _
351322143348379648	positive	Sachen-Anhalt ist beim Wahlkampfauftakt der Piraten :) http://t.co/bzyncBz2K7	Sachen-Anhalt sein bei Wahlkampfauftakt die Pirat :) http://t.co/bzyncBz2K7	NE VAFIN APPRART NN ART NN ADJD CARD	2/SB 0/-- 2/MO 3/NK 6/NK 4/AG 8/MO 2/PD	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=gen|gender=fem|num=pl case=gen|gender=fem|num=pl EmoExpression::markable_19::EmoExpression=True|EmoExpression::markable_19::Uncertain=false|EmoExpression::markable_19::Intensity=medium|EmoExpression::markable_19::Sarcasm=false|EmoExpression::markable_19::SubjectiveFact=false|EmoExpression::markable_19::Polarity=positive _
360790308818141185	positive	RT @MTaege: Glückwunsch an den #LVBB und allen Listen/Direktkandidaten! Kann ja der Wahlkampf los gehen :-)	RT @MTaege: Glückwunsch an die #LVBB und alle Listen/Direktkandidaten! können ja die Wahlkampf los gehen :-)	NE ADJA NN APPR ART NN KON PIAT NN VMFIN ADV ART NN ADJD VVINF $(	0/-- 1/UC 0/-- 3/MNR 6/NK 4/NK 3/CD 9/NK 7/CJ 0/-- 10/MO 13/NK 10/SB 15/MO 10/OC 15/--	case=nom|*=True|num=sg case=nom|*=True|num=sg case=acc|EmoExpression::markable_100500235::SubjectiveFact=false|Sentiment::markable_100500234::Intensity=medium|EmoExpression::markable_100500235::EmoExpression=True|gender=masc|EmoExpression::markable_100500235::Uncertain=false|EmoExpression::markable_100500235::Intensity=medium|EmoExpression::markable_100500235::Polarity=positive|num=sg|EmoExpression::markable_100500235::Sarcasm=false|Sentiment::markable_100500234::Sentiment=True|Sentiment::markable_100500234::Sarcasm=false|Sentiment::markable_100500234::Polarity=positive Sentiment::markable_100500234::Sentiment=True case=acc|num=sg|Target::markable_100500236::Preferred=true|Sentiment::markable_100500234::Sentiment=True|gender=masc|Target::markable_100500236::Target=True|Target::markable_100500236::Anaphref=empty case=acc|gender=masc|Target::markable_100500236::Target=True|num=sg|Sentiment::markable_100500234::Sentiment=True Sentiment::markable_100500234::Sentiment=True case=dat|num=pl|Target::markable_100500237::Target=True|Target::markable_100500237::Preferred=true|Sentiment::markable_100500234::Sentiment=True|gender=neut|Target::markable_100500237::Anaphref=empty case=dat|gender=neut|num=pl|Sentiment::markable_100500234::Sentiment=True pers=3|num=sg|tense=pres|mood=ind _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ _ EmoExpression::markable_20::EmoExpression=True|EmoExpression::markable_20::Uncertain=false|EmoExpression::markable_20::Intensity=medium|EmoExpression::markable_20::Sarcasm=false|EmoExpression::markable_20::SubjectiveFact=false|EmoExpression::markable_20::Polarity=positive
349814014206935040	mixed	@michelreimon im Grünen Archiv haben wir noch mehr solchen Teufelszeugs ;-)	@michelreimon in grün Archiv haben wir noch mehr solche Teufelszeug ;-)	NN APPRART ADJA NN VAFIN PPER ADV ADV PIAT NN $(	0/-- 5/MO 4/NK 2/NK 0/-- 5/SB 8/MO 5/OA 10/NK 5/OA 10/--	_ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True case=dat|gender=masc|num=sg pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 _ _ pers=1|num=pl|tense=pres|mood=ind case=gen|EmoExpression::markable_100500233::SubjectiveFact=false|EmoExpression::markable_100500233::Polarity=negative|gender=neut|EmoExpression::markable_100500233::Uncertain=false|EmoExpression::markable_100500233::Intensity=medium|EmoExpression::markable_100500233::EmoExpression=True|num=sg|EmoExpression::markable_100500233::Sarcasm=false EmoExpression::markable_21::EmoExpression=True|EmoExpression::markable_21::SubjectiveFact=false|EmoExpression::markable_21::Uncertain=false|EmoExpression::markable_21::Polarity=positive|EmoExpression::markable_21::Sarcasm=false|EmoExpression::markable_21::Intensity=medium
369593864975581186	positive	So ein Wahlkampf gewöhnt den #Piraten das #Prokrastinieren ab. Sollte man jedenfalls meinen... ;-)	so eine Wahlkampf gewöhnen die #Piraten die #Prokrastinieren ab. sollen man jedenfalls meinen... ;-)	ADV ART NN VVFIN ART NN ART NN NE VMFIN PIS ADV ADJA $(	3/MO 3/NK 4/SB 0/-- 6/NK 4/OA 8/NK 4/OA 8/NK 0/-- 10/SB 10/MO 10/MO 0/--	_ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|*=True|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|*=True|num=sg _ case=acc|gender=neut|num=pl|pos=True EmoExpression::markable_22::Uncertain=false|EmoExpression::markable_22::Intensity=medium|EmoExpression::markable_22::Sarcasm=false|EmoExpression::markable_22::SubjectiveFact=false|EmoExpression::markable_22::EmoExpression=True|EmoExpression::markable_22::Polarity=positive
373769676129452033	negative	@RAStadler @DoroBaer Habe gerade gelesen: "Twitter selbst propagiert jedenfalls #TVDuell als Hasstag." :) KAFFEE her!	@RAStadler @DoroBaer haben gerade gelesen: "Twitter selbst propagieren jedenfalls #TVDuell als Hasstag." :) Kaffee her!	NN NN VAFIN ADV ADJA NN ADV VVFIN ADV NN KOKOM NN ADJA NN ADJA	0/-- 0/-- 0/-- 6/MO 6/NK 8/SB 6/MNR 3/OC 8/MO 8/SB 8/MO 11/NK 14/NK 15/OA 0/--	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=neut|num=sg _ case=nom|Sentiment::markable_100500244::Sentiment=True|gender=neut|Sentiment::markable_100500244::Polarity=negative|pos=True|Sentiment::markable_100500244::Intensity=medium|num=sg|Sentiment::markable_100500244::Sarcasm=false case=nom|Source::markable_100500245::Source=True|num=sg|Source::markable_100500245::Anaphref=empty|Sentiment::markable_100500244::Sentiment=True|gender=neut Sentiment::markable_100500244::Sentiment=True pers=3|Sentiment::markable_100500244::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500244::Sentiment=True case=nom|Target::markable_100500246::Anaphref=empty|num=sg|Sentiment::markable_100500244::Sentiment=True|gender=neut|Target::markable_100500246::Target=True|Target::markable_100500246::Preferred=true Sentiment::markable_100500244::Sentiment=True case=nom|gender=neut|num=sg|Sentiment::markable_100500244::Sentiment=True EmoExpression::markable_23::SubjectiveFact=false|EmoExpression::markable_23::Intensity=medium|EmoExpression::markable_23::EmoExpression=True|EmoExpression::markable_23::Polarity=positive|Sentiment::markable_100500244::Sentiment=True|EmoExpression::markable_23::Uncertain=false|EmoExpression::markable_23::Sarcasm=false case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True
381854417718231040	negative	@OheimatBerger Wird man sehen. Ich würde die CSU-Idee ja sogar radikalisieren: PKW-Maut für alle! :-)	@OheimatBerger werden man sehen. ich werden die CSU-Idee ja sogar radikalisieren: PKW-Maut für alle! :-)	NN VAFIN PIS NE PPER VAFIN ART NN ADV ADV ADJA NN APPR ADJA $(	0/-- 0/-- 2/SB 2/OC 6/SB 0/-- 8/NK 6/SB 11/MO 11/MO 12/NK 8/AG 12/MNR 13/NK 0/--	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ case=nom|Sentiment::markable_100500248::Sentiment=True|Source::markable_100500249::Source=True|Sentiment::markable_100500248::Polarity=negative|*=True|Sentiment::markable_100500248::Intensity=weak|pers=1|num=sg|Source::markable_100500249::Anaphref=empty|Sentiment::markable_100500248::Sarcasm=false pers=3|Sentiment::markable_100500248::Sentiment=True|num=sg|tense=past|mood=subj case=acc|num=sg|Sentiment::markable_100500248::Sentiment=True|Target::markable_100500250::Target=True|Target::markable_100500250::Preferred=true|gender=fem|Target::markable_100500250::Anaphref=empty case=acc|gender=fem|num=sg|Sentiment::markable_100500248::Sentiment=True|Target::markable_100500250::Target=True Sentiment::markable_100500248::Sentiment=True Sentiment::markable_100500248::Sentiment=True case=gen|gender=fem|num=sg|pos=True case=gen|gender=fem|num=sg _ *=True EmoExpression::markable_24::Intensity=medium|EmoExpression::markable_24::Sarcasm=false|EmoExpression::markable_24::Uncertain=false|EmoExpression::markable_24::Polarity=positive|EmoExpression::markable_24::EmoExpression=True|EmoExpression::markable_24::SubjectiveFact=false
375608810531856384	positive	RT @Memet_Kilic: Seehofer "Ich bin ein Architekt der Energiewende". Ja Horst, du bist auch Kaiser von China :) #tvduell #ltwby13 #Horst	RT @Memet_Kilic: Seehofer "Ich sein eine Architekt die Energiewende". Ja Horst, du sein auch Kaiser von China :) #tvduell #ltwby13 #Horst	NE NN NE NN VAFIN ART NN ART ADJA NN NE PPER VAFIN ADV NN APPR NE ADJA NN CARD NN	2/AG 0/-- 5/SB 3/UC 0/-- 7/NK 5/PD 9/NK 7/AG 12/RE 10/NK 13/SB 0/-- 15/MO 13/PD 15/PG 19/AG 19/NK 16/NK 21/NK 13/MO	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|*=True|num=sg *=True pers=1|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg|pos=True case=nom|num=sg|gender=fem|Sentiment::markable_100500252::Sentiment=True|Sentiment::markable_100500252::Polarity=positive|Sentiment::markable_100500252::Sarcasm=true|Sentiment::markable_100500252::Intensity=weak case=nom|gender=fem|Sentiment::markable_100500252::Sentiment=True|num=sg case=nom|Target::markable_100500255::Preferred=true|Target::markable_100500255::Anaphref=markable_100500253|Sentiment::markable_100500252::Sentiment=True|*=True|pers=2|num=sg|Target::markable_100500255::Target=True pers=2|Sentiment::markable_100500252::Sentiment=True|num=sg|tense=pres|mood=ind Sentiment::markable_100500252::Sentiment=True case=nom|EmoExpression::markable_100500254::Polarity=negative|Sentiment::markable_100500252::Sentiment=True|EmoExpression::markable_100500254::Sarcasm=false|gender=masc|EmoExpression::markable_100500254::SubjectiveFact=false|num=sg|EmoExpression::markable_100500254::Uncertain=false|EmoExpression::markable_100500254::Intensity=medium|EmoExpression::markable_100500254::EmoExpression=True Sentiment::markable_100500252::Sentiment=True|EmoExpression::markable_100500254::EmoExpression=True case=dat|gender=neut|Sentiment::markable_100500252::Sentiment=True|num=sg|EmoExpression::markable_100500254::EmoExpression=True case=dat|Sentiment::markable_100500252::Sentiment=True|EmoExpression::markable_25::Polarity=positive|gender=neut|pos=True|EmoExpression::markable_25::EmoExpression=True|EmoExpression::markable_25::Intensity=medium|num=sg|EmoExpression::markable_25::Sarcasm=false|EmoExpression::markable_25::SubjectiveFact=false|EmoExpression::markable_25::Uncertain=false case=dat|gender=neut|num=sg _ pers=2|num=sg|tense=pres|mood=ind
375232031635947520	positive	#Mate-Check im #Bauverk #agh: 1x #Grüne, 1x bei #Linke aus dem Glas, 0 bei #SPD und #CDU, sowie 0 x aber 2 Kaffee bei #Piraten :-)	#Mate-Check in #Bauverk #agh: 1x #Grüne, 1x bei #Linke aus die Glas, @card@ bei #SPD und #CDU, sowie @card@ x aber 2 Kaffee bei #Piraten :-)	NN APPRART NN ADJA NN NE NN APPR NN APPR ART NE CARD APPR NN KON NN KON CARD NE ADV CARD NN APPR NN $(	4/MO 4/MO 2/NK 0/-- 4/SB 5/NK 4/OA 7/MNR 8/NK 9/MNR 12/NK 10/NK 12/NK 12/MNR 14/NK 15/CD 16/CJ 7/CD 20/NK 18/CJ 22/MO 23/NK 18/CJ 23/MNR 24/NK 25/--	case=nom|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg|pos=True case=dat|gender=neut|num=sg *=True case=acc|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg _ _ case=dat|gender=fem|num=sg _ case=dat|gender=fem|num=sg _ _ _ _ _ case=acc|gender=masc|num=sg _ case=dat|gender=masc|num=pl EmoExpression::markable_26::Sarcasm=false|EmoExpression::markable_26::EmoExpression=True|EmoExpression::markable_26::Uncertain=false|EmoExpression::markable_26::Intensity=medium|EmoExpression::markable_26::SubjectiveFact=false|EmoExpression::markable_26::Polarity=positive
383220792244584448	positive	und wenn meine ein, zwei anti-#övp tweets nur 0,000000000000000000001 % der Wähler davon abhalten schwarz zu wählen, hat sich es ausgezahlt :)	und wenn mein ein, zwei anti-#övp tweets nur @card@ % die Wähler davon abhalten schwarz zu wählen, haben sich es auszahlen :)	KON KOUS PPOSAT NE CARD ADJA NN ADV CARD NN ART NN PAV VVFIN ADJD APPR NE VAFIN PRF PPER VVPP ADJA	18/JU 21/CP 7/NK 7/NK 7/NK 7/NK 18/SB 9/MO 10/NK 14/SB 12/NK 10/AG 10/NK 16/UC 14/MO 7/MNR 16/NK 0/-- 21/OA 18/SB 18/OC 21/MO	Sentiment::markable_100500262::Sentiment=True|Sentiment::markable_100500262::Intensity=medium|Sentiment::markable_100500262::Polarity=positive|Sentiment::markable_100500262::Sarcasm=false Sentiment::markable_100500262::Sentiment=True case=nom|Target::markable_100500263::Anaphref=empty|num=sg|Sentiment::markable_100500262::Sentiment=True|Target::markable_100500263::Preferred=true|*=True|Target::markable_100500263::Target=True case=nom|*=True|num=sg|Sentiment::markable_100500262::Sentiment=True|Target::markable_100500263::Target=True Sentiment::markable_100500262::Sentiment=True|Target::markable_100500263::Target=True case=gen|num=sg|Sentiment::markable_100500262::Sentiment=True|gender=neut|pos=True|Target::markable_100500263::Target=True case=gen|gender=neut|num=sg|Sentiment::markable_100500262::Sentiment=True|Target::markable_100500263::Target=True Sentiment::markable_100500262::Sentiment=True Sentiment::markable_100500262::Sentiment=True gender=neut|*=True|Sentiment::markable_100500262::Sentiment=True case=gen|gender=masc|num=pl|Sentiment::markable_100500262::Sentiment=True case=gen|gender=masc|num=pl|Sentiment::markable_100500262::Sentiment=True Sentiment::markable_100500262::Sentiment=True pers=3|Sentiment::markable_100500262::Sentiment=True|num=pl|tense=pres|mood=ind Sentiment::markable_100500262::Sentiment=True|pos=True Sentiment::markable_100500262::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_100500262::Sentiment=True pers=3|Sentiment::markable_100500262::Sentiment=True|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg|Sentiment::markable_100500262::Sentiment=True case=nom|EmoExpression::markable_100500264::Sarcasm=false|Sentiment::markable_100500262::Sentiment=True|EmoExpression::markable_100500264::Intensity=medium|gender=neut|EmoExpression::markable_100500264::SubjectiveFact=false|pers=3|num=sg|EmoExpression::markable_100500264::Uncertain=false|EmoExpression::markable_100500264::Polarity=positive|EmoExpression::markable_100500264::EmoExpression=True EmoExpression::markable_100500264::EmoExpression=True|Sentiment::markable_100500262::Sentiment=True case=acc|Sentiment::markable_100500262::Sentiment=True|gender=neut|pos=True|EmoExpression::markable_27::EmoExpression=True|EmoExpression::markable_27::Uncertain=false|num=pl|EmoExpression::markable_27::SubjectiveFact=false|EmoExpression::markable_27::Intensity=medium|EmoExpression::markable_27::Polarity=positive|EmoExpression::markable_27::Sarcasm=false
360465378180218881	mixed	2014 Man beachte das Rednerpult: Graphische Umsetzung von ''#S21 zieht #SPD herunter'' :-) http://t.co/TpqdyEmRUe	@card@ man beachten die Rednerpult: graphisch Umsetzung von ''#S21 zeihen|ziehen #SPD herunter'' :-) http://t.co/TpqdyEmRUe	CARD PIS VVFIN ART NN ADJA NN APPR NN VVFIN ADJD ADJA $( NN	3/MO 3/SB 0/-- 5/NK 3/SB 7/NK 10/SB 7/PG 8/NK 3/OC 10/MO 14/NK 12/-- 10/OA	_ case=nom|*=True|num=sg pers=3|num=sg|tense=past|mood=ind case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg case=nom|gender=fem|num=sg|pos=True case=nom|gender=fem|num=sg _ case=dat|gender=masc|num=pl mood=ind|EmoExpression::markable_100500417::Polarity=negative|pers=3|EmoExpression::markable_100500417::Sarcasm=false|num=sg|tense=pres|EmoExpression::markable_100500417::Intensity=medium|EmoExpression::markable_100500417::Uncertain=false|EmoExpression::markable_100500417::SubjectiveFact=false|EmoExpression::markable_100500417::EmoExpression=True pos=True _ EmoExpression::markable_28::Intensity=medium|EmoExpression::markable_28::Sarcasm=false|EmoExpression::markable_28::SubjectiveFact=false|EmoExpression::markable_28::Polarity=positive|EmoExpression::markable_28::EmoExpression=True|EmoExpression::markable_28::Uncertain=false _
374091539154079744	positive	Heute abend das sog. " Kanzlerduell" ;-))) Wer schaut es sich an? http://t.co/jUMlcXWPvo	heute abend die sog. " Kanzlerduell" ;-))) wer schauen es sich an? http://t.co/jUMlcXWPvo	ADV ADV ART ADJA $( NN ADJA PWS VVFIN PPER PRF NN NE	4/MO 1/MNR 4/NK 0/-- 4/-- 7/MO 9/DM 9/SB 0/-- 9/SB 9/OA 9/OA 0/--	_ _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg|pos=True _ case=nom|gender=masc|num=sg case=nom|EmoExpression::markable_29::Intensity=strong|gender=masc|pos=True|EmoExpression::markable_29::EmoExpression=True|EmoExpression::markable_29::Uncertain=false|num=sg|EmoExpression::markable_29::Polarity=positive|EmoExpression::markable_29::Sarcasm=false|EmoExpression::markable_29::SubjectiveFact=false case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 case=acc|pers=3|num=sg _ _
382424751492579328	positive	RT @citykirche_sw: Nur mal so interessehalber: Würde eigentlich CDU-Grüne ohne CSU reichen? ;-)	RT @citykirche_sw: nur mal so interessehalber: Würde eigentlich CDU-Grüne ohne CSU reichen? ;-)	NE NN ADV ADV ADV ADJA NN ADV NN APPR NE ADJA $(	2/AG 0/-- 5/MO 5/MO 6/MO 0/-- 6/SB 9/MO 12/MO 9/MNR 10/NK 6/CJ 0/--	case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ _ _ case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=pl _ case=acc|gender=masc|num=pl _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg|pos=True EmoExpression::markable_30::EmoExpression=True|EmoExpression::markable_30::Uncertain=false|EmoExpression::markable_30::Intensity=medium|EmoExpression::markable_30::SubjectiveFact=false|EmoExpression::markable_30::Polarity=positive|EmoExpression::markable_30::Sarcasm=false
380404348419059712	mixed	Was für ein ekelhafter Saustall, Herr Schünemann (#CDU-). Wer schützt die Verfassung vor dem Verfassungsschutz? http://t.co/4rmNCEuzj8	was für eine ekelhaft Saustall, Herr Schünemann (#CDU-). wer schützt die Verfassung vor die Verfassungsschutz? http://t.co/4rmNCEuzj8	PIS APPR ART ADJA NE NN NN NN PWS VVFIN ART NN APPR ART NN CARD	6/NK 6/MO 5/NK 5/NK 2/NK 0/-- 6/NK 6/NK 10/SB 0/-- 12/NK 10/OA 12/MNR 15/NK 13/NK 0/--	case=nom|gender=neut|num=sg _ case=acc|gender=neut|num=sg case=nom|EmoExpression::markable_100500258::EmoExpression=True|EmoExpression::markable_100500258::Uncertain=false|gender=masc|EmoExpression::markable_100500258::Sarcasm=false|pos=True|EmoExpression::markable_100500258::Polarity=negative|num=sg|EmoExpression::markable_100500258::Intensity=strong|EmoExpression::markable_100500258::SubjectiveFact=false case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg EmoExpression::markable_100500256::Uncertain=false|EmoExpression::markable_100500256::Polarity=positive|EmoExpression::markable_100500256::Sarcasm=false|mood=ind|pers=3|num=sg|tense=pres|EmoExpression::markable_100500256::Intensity=medium|EmoExpression::markable_100500256::SubjectiveFact=false|EmoExpression::markable_100500256::EmoExpression=True case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _
369894205227028480	positive	mit @RasmusAndresen jetzt den zweiten grünen netzpolitiker kennengelernt, der sogar taugt. //@Isarmatrose :)	mit @RasmusAndresen jetzt die zweit grün netzpolitiker kennengelernt, die sogar taugt. //@Isarmatrose :)	APPR NN ADV ART ADJA ADJA NN NE ART ADV NN NN ADJA	0/-- 1/NK 7/MO 7/NK 7/NK 7/NK 0/-- 7/NK 11/NK 11/MO 7/SB 0/-- 0/--	Sentiment::markable_100500259::Polarity=positive|Sentiment::markable_100500259::Sentiment=True|Sentiment::markable_100500259::Intensity=medium|Sentiment::markable_100500259::Sarcasm=false case=dat|num=pl|Target::markable_100500260::Anaphref=empty|gender=masc|Sentiment::markable_100500259::Sentiment=True|Target::markable_100500260::Preferred=true|Target::markable_100500260::Target=True Sentiment::markable_100500259::Sentiment=True case=acc|gender=masc|Sentiment::markable_100500259::Sentiment=True|num=sg case=acc|gender=masc|Sentiment::markable_100500259::Sentiment=True|num=sg|pos=True case=acc|gender=masc|Sentiment::markable_100500259::Sentiment=True|num=sg|pos=True case=acc|gender=masc|Sentiment::markable_100500259::Sentiment=True|num=sg case=nom|gender=masc|Sentiment::markable_100500259::Sentiment=True|num=sg case=nom|gender=masc|Sentiment::markable_100500259::Sentiment=True|num=sg Sentiment::markable_100500259::Sentiment=True case=nom|gender=masc|num=sg case=nom|gender=fem|num=sg EmoExpression::markable_32::Intensity=medium|EmoExpression::markable_32::Polarity=positive|EmoExpression::markable_32::Sarcasm=false|EmoExpression::markable_32::SubjectiveFact=false|EmoExpression::markable_32::Uncertain=false|EmoExpression::markable_32::EmoExpression=True
