332946021107769344	neutral	Grüne stellen Bedingungen für Koalition in Salzburg zB aus für Wasserkraft. Energieautonomie ade!	Grüne stellen Bedingung für Koalition in Salzburg zB aus für Wasserkraft. Energieautonomie ade!	NN VVFIN NN APPR NN APPR NE VVFIN APPR APPR NN NN ADJA	2/SB 0/-- 2/OA 3/MNR 4/NK 5/MNR 6/NK 2/SVP 2/SVP 2/MO 10/NK 0/-- 12/NK	case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=pl _ case=acc|gender=fem|num=sg _ case=dat|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind _ _ case=acc|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
324612828365455360	neutral	In Hessen herscht Wechselstimmung! Am 22.September wird es nur mit %User und der %User ein Wechsel geben! SPD Jusos	in Hessen herscht Wechselstimmung! an 22.September werden es nur mit %User und die %User eine Wechsel geben! SPD Juso	APPR NE VVFIN NN APPRART ADJA VAFIN PPER ADV APPR NE KON ART NE ART NN VVFIN NE NN	3/MO 1/NK 0/-- 3/OA 17/MO 5/NK 0/-- 7/EP 10/MO 17/MO 10/NK 11/CD 14/NK 12/CJ 16/NK 17/OA 7/OC 19/AG 0/--	_ case=dat|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ case=dat|gender=neut|num=sg _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
336255127235203072	positive	Trend-Designs für alle die T-Shirts lieben! Nicht nur für die Asphaltster unserer schönen Grossstädte! %Link syrien	Trend-Designs für alle die T-Shirt lieben! nicht nur für die Asphaltster unser schön Grossstädte! %Link syrien	NN APPR PIS ART NN ADJD PTKNEG ADV APPR ART NN PPOSAT ADJA NN XY ADJA	0/-- 1/MNR 2/NK 5/NK 1/SB 1/PD 8/NG 9/MO 0/-- 11/NK 9/NK 14/NK 14/NK 11/AG 0/-- 0/--	case=nom|gender=masc|Sentiment::markable_14::Sentiment=True|num=pl Sentiment::markable_14::Sentiment=True case=acc|Source::markable_15::Source=True|Sentiment::markable_14::Sentiment=True|num=pl|Source::markable_15::Anaphref=empty|*=True case=acc|Sentiment::markable_14::Sentiment=True|num=pl|Source::markable_16::Source=True|*=True|Source::markable_16::Anaphref=markable_15 case=acc|Sentiment::markable_14::Sentiment=True|EmoExpression::markable_18::EmoExpression=True|*=True|EmoExpression::markable_18::Intensity=medium|num=pl|EmoExpression::markable_18::SubjectiveFact=false|EmoExpression::markable_18::Uncertain=false|EmoExpression::markable_18::Polarity=positive|EmoExpression::markable_18::Sarcasm=false Sentiment::markable_14::Sentiment=True _ _ _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl case=acc|Target::markable_12::Target=True|gender=masc|Sentiment::markable_11::Polarity=positive|num=pl|Sentiment::markable_11::Intensity=medium|Target::markable_12::Anaphref=empty|Sentiment::markable_11::Sentiment=True|Sentiment::markable_11::Sarcasm=false|Target::markable_12::Preferred=true case=acc|Target::markable_12::Target=True|EmoExpression::markable_13::EmoExpression=True|gender=masc|pos=True|Sentiment::markable_11::Sentiment=True|num=sg|EmoExpression::markable_13::Polarity=positive|EmoExpression::markable_13::Uncertain=false|EmoExpression::markable_13::Intensity=medium|EmoExpression::markable_13::Sarcasm=false|EmoExpression::markable_13::SubjectiveFact=false case=acc|gender=masc|num=sg pos=True case=acc|gender=masc|num=sg|pos=True
317801984189140993	positive	Westerwelle stimme ich voll und ganz zu! lastRt	Westerwelle stimmen ich voll und ganz zu! lastRt	NN VVFIN PPER ADJD KON ADJD ADJA ADJA	2/MO 0/-- 2/SB 2/MO 4/CD 7/MO 5/CJ 0/--	Target::markable_20::Target=True|Sentiment::markable_19::Sentiment=True|Sentiment::markable_19::Sarcasm=false|Target::markable_20::Anaphref=empty|Sentiment::markable_19::Polarity=positive|Sentiment::markable_19::Intensity=strong|Target::markable_20::Preferred=true EmoExpression::markable_21::EmoExpression=True|mood=ind|EmoExpression::markable_21::Intensity=medium|pers=1|num=sg|tense=pres|Sentiment::markable_19::Sentiment=True|EmoExpression::markable_21::SubjectiveFact=false|EmoExpression::markable_21::Uncertain=false|EmoExpression::markable_21::Polarity=positive|EmoExpression::markable_21::Sarcasm=false case=nom|pers=1|num=sg|Source::markable_22::Anaphref=empty|Sentiment::markable_19::Sentiment=True|Source::markable_22::Source=True|*=True Intensifier::markable_23::Intensifier=True|Intensifier::markable_23::Degree=strong|Sentiment::markable_19::Sentiment=True|pos=True|Intensifier::markable_23::EmoExpressionRef=emo-expression:markable_21 Sentiment::markable_19::Sentiment=True Intensifier::markable_24::Degree=strong|Intensifier::markable_24::Intensifier=True|Intensifier::markable_24::EmoExpressionRef=emo-expression:markable_21|Sentiment::markable_19::Sentiment=True Sentiment::markable_19::Sentiment=True _
333690337719640064	positive	Ach ich mag den ÖH-Wahlkampf. Zu keiner anderen Zeit trifft man Sonntags um 11 in der Nacht so viel Leute auf der Uni %PosSmiley oeh wahl	ach ich mögen die ÖH-Wahlkampf. zu keine andere Zeit treffen man Sonntag um 11 in die Nacht so viele Leute auf die Uni %PosSmiley oeh wahl	ITJ PPER VMFIN ART NE APPR PIS PIS NN VVFIN PIS NE APPR CARD APPR ART NN ADV PIAT NN APPR ART NN ITJ NE ADJA	3/DM 3/SB 0/-- 5/NK 3/OA 10/MO 9/NK 9/NK 6/NK 0/-- 10/SB 10/OA 10/MO 13/NK 10/MO 17/NK 15/NK 19/MO 20/NK 10/OA 20/MNR 23/NK 21/NK 25/NK 23/NK 10/MO	Sentiment::markable_25::Sentiment=True|Sentiment::markable_25::Polarity=positive|Sentiment::markable_25::Sarcasm=false|Sentiment::markable_25::Intensity=medium case=nom|pers=1|num=sg|Source::markable_26::Anaphref=empty|Sentiment::markable_25::Sentiment=True|*=True|Source::markable_26::Source=True EmoExpression::markable_27::EmoExpression=True|mood=ind|pers=1|EmoExpression::markable_27::Uncertain=false|num=sg|tense=pres|EmoExpression::markable_27::SubjectiveFact=false|EmoExpression::markable_27::Intensity=medium|EmoExpression::markable_27::Polarity=positive|EmoExpression::markable_27::Sarcasm=false|Sentiment::markable_25::Sentiment=True case=acc|Target::markable_28::Anaphref=empty|num=sg|Target::markable_28::Preferred=true|Target::markable_28::Target=True|gender=masc|Sentiment::markable_25::Sentiment=True case=acc|gender=masc|Sentiment::markable_25::Sentiment=True|num=sg _ case=dat|*=True|num=pl case=dat|*=True|num=pl case=acc|gender=fem|num=sg pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg _ _ _ _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ *=True case=acc|*=True|num=pl _ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg EmoExpression::markable_29::Uncertain=false|EmoExpression::markable_29::EmoExpression=True|EmoExpression::markable_29::Polarity=positive|EmoExpression::markable_29::Sarcasm=false|EmoExpression::markable_29::Intensity=medium|EmoExpression::markable_29::SubjectiveFact=false _ _
337311238709202947	positive	Wenn du mit Plastik und Android zurecht kommst eine gute Wahl!	wenn du mit Plastik und Android zurecht kommen eine gut Wahl!	KOUS PPER APPR NN KON NN PTKVZ VVFIN ART ADJA NN	7/CP 7/DA 2/MNR 3/NK 4/CD 5/CJ 8/MO 0/-- 11/NK 11/NK 8/SB	_ case=nom|*=True|num=sg|pers=2 _ case=dat|gender=fem|num=sg _ case=dat|gender=neut|num=sg _ pers=3|num=sg|tense=pres|mood=ind case=nom|Target::markable_31::Target=True|Target::markable_31::Preferred=true|Sentiment::markable_30::Sarcasm=false|gender=fem|Target::markable_31::Anaphref=empty|Sentiment::markable_30::Intensity=medium|num=sg|Sentiment::markable_30::Sentiment=True|Sentiment::markable_30::Polarity=positive case=nom|Target::markable_31::Target=True|Sentiment::markable_30::Sentiment=True|EmoExpression::markable_32::Polarity=positive|gender=fem|pos=True|EmoExpression::markable_32::EmoExpression=True|EmoExpression::markable_32::Intensity=medium|num=sg|EmoExpression::markable_32::Sarcasm=false|EmoExpression::markable_32::SubjectiveFact=false|EmoExpression::markable_32::Uncertain=false case=nom|gender=fem|num=sg
317374333909606401	negative	Unsere Politiker fühlen sich halt für alles zuständig, nur nicht für die Entwicklung der Demokratie! cdu,#csu,#spd,#gruene	unser Politiker fühlen sich halt für alle zuständig, nur nicht für die Entwicklung die Demokratie! cdu,#csu,#spd,#gruene	PPOSAT NN VVFIN PRF ADV APPR PIS ADJD ADV PTKNEG APPR ART NN ART NN ADJA	2/NK 3/SB 0/-- 3/OA 3/MO 8/MO 6/NK 3/MO 11/MO 11/NG 3/MO 13/NK 11/NK 15/NK 13/AG 0/--	case=nom|Target::markable_34::Target=True|gender=masc|Sentiment::markable_33::Sentiment=True|num=pl|Target::markable_34::Anaphref=empty|Sentiment::markable_33::Intensity=medium|Sentiment::markable_33::Sarcasm=false|Sentiment::markable_33::Polarity=negative|Target::markable_34::Preferred=true case=nom|gender=masc|Target::markable_34::Target=True|num=pl|Sentiment::markable_33::Sentiment=True pers=3|Sentiment::markable_33::Sentiment=True|num=pl|tense=pres|mood=ind case=acc|pers=3|num=pl|Sentiment::markable_33::Sentiment=True Sentiment::markable_33::Sentiment=True Sentiment::markable_33::Sentiment=True case=acc|gender=neut|num=sg|Sentiment::markable_33::Sentiment=True Sentiment::markable_33::Sentiment=True|pos=True Sentiment::markable_33::Sentiment=True Negation::markable_36::Negation=True|Sentiment::markable_33::Sentiment=True Sentiment::markable_33::Sentiment=True case=acc|gender=fem|num=sg|Sentiment::markable_33::Sentiment=True case=acc|EmoExpression::markable_104013587::Sarcasm=false|EmoExpression::markable_104013587::Polarity=positive|gender=fem|EmoExpression::markable_104013587::Uncertain=true|EmoExpression::markable_104013587::Intensity=medium|Sentiment::markable_33::Sentiment=True|num=sg|EmoExpression::markable_104013587::EmoExpression=True|EmoExpression::markable_104013587::SubjectiveFact=true case=gen|gender=fem|num=sg|Sentiment::markable_33::Sentiment=True case=gen|gender=fem|num=sg case=nom|gender=neut|num=sg|pos=True
323511250493521920	neutral	die sind alle in der Politik!	die sein alle in die Politik!	PDS VAFIN PIS APPR ART ADJA	2/SB 0/-- 1/NK 2/MO 6/NK 4/NK	case=nom|*=True|num=pl pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl _ case=dat|gender=fem|num=sg *=True|pos=True
325337314433839104	neutral	Am 22.04. fordert die CDU 14:00 Uhr im Rathaus Leinfelden den Fildernbahnhof Plus. Und ich fordere Freibier für alle! S21 Hauk	an @card@ fordern die CDU @card@ Uhr in Rathaus Leinfelden die Fildernbahnhof Plus. und ich fordern Freibier für alle! S21 Hauk	APPRART CARD VVFIN ART NE CARD NN APPRART NN NE ART NN ADJA KON PPER VVFIN NN APPR ADJA CARD NN	3/MO 1/NK 0/-- 5/NK 3/SB 7/NK 3/OA 7/MNR 8/NK 9/NK 12/NK 3/OA 12/NK 16/JU 16/SB 0/-- 16/OA 17/MNR 18/NK 21/NK 0/--	case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True pers=3|num=sg|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ case=acc|gender=fem|num=sg case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=neut|num=sg case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=gen|gender=neut|num=sg|pos=True _ case=nom|*=True|num=sg|pers=1 pers=1|num=sg|tense=pres|mood=ind case=acc|gender=masc|num=sg _ case=acc|*=True|num=pl|pos=True _ case=nom|gender=masc|num=sg
326066221999067138	positive	Ist halt der einzige von der FDP, den man noch im Fernsehen zeigen kann %PosSmiley	sein halt die einzig von die FDP, die man noch in Fernsehen zeigen können %PosSmiley	VAFIN ADV ART ADJA APPR ART NE ART PIS ADV APPRART NN VVINF VMFIN ITJ	0/-- 1/MO 4/NK 1/PD 4/SBP 7/NK 5/NK 13/OA 14/SB 11/MO 14/MO 11/NK 14/OC 1/CJ 14/DM	mood=ind|pers=3|num=sg|tense=pres|Sentiment::markable_37::Sentiment=True|Sentiment::markable_37::Sarcasm=false|Sentiment::markable_37::Polarity=positive|Sentiment::markable_37::Intensity=medium Sentiment::markable_37::Sentiment=True case=nom|Target::markable_38::Anaphref=empty|num=sg|Target::markable_38::Preferred=true|Sentiment::markable_37::Sentiment=True|gender=masc|Target::markable_38::Target=True case=nom|num=sg|Sentiment::markable_37::Sentiment=True|gender=masc|pos=True|Target::markable_38::Target=True Sentiment::markable_37::Sentiment=True|Target::markable_38::Target=True case=dat|gender=fem|num=sg|Sentiment::markable_37::Sentiment=True|Target::markable_38::Target=True case=dat|gender=fem|num=sg|Sentiment::markable_37::Sentiment=True case=acc|gender=masc|num=sg|Sentiment::markable_37::Sentiment=True case=nom|*=True|num=sg|Sentiment::markable_37::Sentiment=True Sentiment::markable_37::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_37::Sentiment=True case=dat|gender=neut|num=sg|Sentiment::markable_37::Sentiment=True Sentiment::markable_37::Sentiment=True EmoExpression::markable_39::SubjectiveFact=false|EmoExpression::markable_39::EmoExpression=True|mood=ind|pers=3|EmoExpression::markable_39::Polarity=positive|num=sg|tense=pres|Sentiment::markable_37::Sentiment=True|EmoExpression::markable_39::Sarcasm=false|EmoExpression::markable_39::Uncertain=false|EmoExpression::markable_39::Intensity=medium EmoExpression::markable_40::Sarcasm=false|EmoExpression::markable_40::EmoExpression=True|EmoExpression::markable_40::Uncertain=false|EmoExpression::markable_40::Intensity=medium|EmoExpression::markable_40::SubjectiveFact=false|EmoExpression::markable_40::Polarity=positive|Sentiment::markable_37::Sentiment=True
323909789950300161	neutral	Kompromissaufruf an alle potentiellen Wählerinnen der CDU: Wählen Sie die Partei erst 2020! frauenquote btw13	Kompromissaufruf an alle potentiell Wählerin die CDU: wählen Sie die Partei erst 2020! Frauenquote btw13	NN APPR PIAT ADJA NN ART NN VVFIN PPER ART NN ADV ADJA NN ADJA	8/OA 1/MNR 5/NK 5/NK 2/NK 7/NK 5/AG 0/-- 8/SB 11/NK 8/OA 13/MO 8/MO 0/-- 14/NK	case=nom|gender=masc|num=sg _ case=acc|gender=masc|num=pl case=acc|gender=masc|num=pl|pos=True case=acc|gender=masc|num=pl case=gen|gender=fem|num=sg case=gen|gender=fem|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg|pos=True
322488493030899713	neutral	Aus aller Welt: SPD-Motto: Jetzt geht's los! - %Link %Link News Nachrichten	aus alle Welt: SPD-Motto: jetzt gehen los! - %Link %Link News Nachricht	APPR PIAT ADJA NN ADV VVFIN ADJD $( XY XY NN NN	6/MO 4/NK 4/NK 1/NK 1/MO 0/-- 6/MO 9/-- 11/NK 0/-- 0/-- 11/NK	_ case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg _ _ _ _ case=nom|gender=masc|num=sg *=True *=True case=nom|gender=fem|num=pl
322810603162988544	neutral	Ach, jetzt heuteshow zdf Putin und die Möpse!	Ach, jetzt heuteshow zdf Putin und die Möpse!	NE ADV NN NE NE KON ART NN	0/-- 1/MO 1/APP 5/PNC 3/NK 3/CD 8/NK 6/CJ	case=nom|gender=masc|num=sg _ case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg case=dat|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
318589919926841345	neutral	Bewahren Sie Ihr Bargeld unter dem Kopfkissen u. schaffen Sie sich 2 Pitbull an! Schweden Kreditkarten Bargeld- Los Politik EU	Bewahren Sie ihr Bargeld unter die Kopfkissen und schaffen Sie sich 2 Pitbull an! Schweden Kreditkarte Bargeld- Los Politik EU	NN PPER PPOSAT NN APPR ART NN KON VVFIN PPER PRF CARD NN NN NE NN TRUNC NN NN NE	4/OC 1/SB 4/NK 9/CJ 4/MNR 7/NK 5/NK 9/CD 0/-- 9/SB 9/OA 13/NK 9/OA 13/NK 16/AG 0/-- 18/NK 20/PNC 20/PNC 16/NK	pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 case=nom|*=True|num=pl|pers=2 case=acc|gender=neut|num=sg _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg _ pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 case=dat|pers=3|num=pl _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg _ *=True case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg
317028180886175744	neutral	Lieber %User, geben Sie sich auch endlich einen Ruck! AfD %User FDP	Liebe %User, geben Sie sich auch endlich eine Ruck! AfD %User FDP	NN NE VVFIN PPER PRF ADV ADV ART ADJA NN NE NE	3/SB 1/NK 0/-- 3/SB 3/DA 7/MO 3/MO 9/NK 3/OA 0/-- 12/PNC 10/NK	case=nom|gender=masc|num=sg case=nom|gender=masc|num=sg pers=3|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=3 case=dat|pers=3|num=pl _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg
333692719601958912	positive	Merkel-Regierung fordert Reformeifer in Kriesenländern? Ich fordere mehr Revolutionseifer!	Merkel-Regierung fordern Reformeifer in Kriesenländern? ich fordern mehr Revolutionseifer!	NN VVFIN NN APPR NN PPER VVFIN ADV ADJA	2/SB 0/-- 2/OA 2/MO 4/NK 7/SB 0/-- 7/OA 8/UC	case=nom|Sentiment::markable_41::Intensity=medium|Source::markable_42::Anaphref=empty|gender=fem|Sentiment::markable_41::Polarity=positive|num=sg|Sentiment::markable_41::Sentiment=True|Sentiment::markable_41::Sarcasm=false|Source::markable_42::Source=True EmoExpression::markable_43::Intensity=medium|mood=ind|EmoExpression::markable_43::SubjectiveFact=false|EmoExpression::markable_43::Uncertain=false|EmoExpression::markable_43::EmoExpression=True|pers=3|num=sg|tense=pres|EmoExpression::markable_43::Sarcasm=false|EmoExpression::markable_43::Polarity=positive|Sentiment::markable_41::Sentiment=True case=acc|Target::markable_44::Preferred=true|num=pl|Sentiment::markable_41::Sentiment=True|Target::markable_44::Target=True|gender=masc|Target::markable_44::Anaphref=empty Sentiment::markable_41::Sentiment=True|Target::markable_44::Target=True case=dat|gender=masc|num=sg case=nom|Sentiment::markable_45::Sentiment=True|Sentiment::markable_45::Polarity=positive|*=True|pers=1|num=sg|Sentiment::markable_45::Intensity=medium|Source::markable_46::Anaphref=empty|Sentiment::markable_45::Sarcasm=false|Source::markable_46::Source=True mood=ind|EmoExpression::markable_47::SubjectiveFact=false|Sentiment::markable_45::Sentiment=True|EmoExpression::markable_47::Polarity=positive|EmoExpression::markable_47::Sarcasm=false|pers=1|EmoExpression::markable_47::Uncertain=false|num=sg|tense=pres|EmoExpression::markable_47::EmoExpression=True|EmoExpression::markable_47::Intensity=medium Sentiment::markable_45::Sentiment=True|Target::markable_48::Anaphref=empty|*=True|Target::markable_48::Target=True|Target::markable_48::Preferred=true *=True
332224308124459009	neutral	Jetzt speichert er ab &amp; dann wird sich wirklich an den Lernzettel von Politik gesetzt! xx	jetzt speichern er ab &amp; dann werden sich wirklich an die Lernzettel von Politik gesetzt! xx	ADV VVFIN PPER PTKVZ $( ADV VAFIN PRF ADJD APPR ART NN APPR NN ADJA ADJA	2/MO 0/-- 2/SB 2/SVP 4/-- 2/MO 2/OC 15/OA 15/MO 15/MO 12/NK 10/NK 12/PG 13/NK 7/SB 0/--	_ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=masc|num=sg|pers=3 _ pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=acc|pers=3|num=sg pos=True _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ case=dat|gender=fem|num=sg case=nom|gender=neut|num=pl|pos=True _
337306685758644224	neutral	Petition an den Bundestag zur Netzneutralität: %Link Mitzeichnen, Leute!	Petition an die Bundestag zu Netzneutralität: %Link Mitzeichnen, Leute!	NN APPR ART NN APPRART NN XY NN NN	0/-- 1/MNR 4/NK 2/NK 4/MNR 5/NK 0/-- 6/MNR 8/UC	case=nom|gender=fem|num=sg _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg case=dat|gender=fem|num=sg case=dat|gender=fem|num=sg *=True *=True *=True
337434842255998976	neutral	... 2 ... und Samstag trägt auch die Queen schwarzgelb! CountdownToWembley FinaleBVB BVB	... 2 ... und Samstag tragen auch die Queen schwarzgelb! CountdownToWembley FinaleBVB BVB	$. CARD $. KON NN VVFIN ADV ART NN VVFIN NE NN NE	0/-- 0/-- 2/-- 6/JU 6/SB 0/-- 9/MO 9/NK 10/OA 6/OC 12/AG 0/-- 12/NK	_ _ _ _ case=acc|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind _ case=acc|gender=fem|num=pl case=acc|gender=fem|num=pl _ case=nom|gender=neut|num=sg case=nom|gender=neut|num=sg case=nom|*=True|num=sg
322796235960508416	positive	Es gibt aber immer eine Wahl! Hör auf bevor es zu spät ist D:	Es geben aber immer eine Wahl! hören auf bevor es zu spät sein D:	NN VVFIN ADV ADV ART NN VVIMP APPR KOUS PPER PTKA ADJD VAFIN NN	2/SB 0/-- 2/MO 2/MO 6/NK 2/OA 0/-- 7/MO 13/CP 13/SB 12/MO 13/PD 14/NK 8/NK	case=nom|gender=neut|num=sg|pers=3 pers=3|num=sg|tense=pres|mood=ind _ _ case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg _ _ _ case=nom|gender=neut|num=sg|pers=3 _ pos=True pers=3|num=sg|tense=pres|mood=ind case=nom|EmoExpression::markable_49::Polarity=positive|EmoExpression::markable_49::Sarcasm=false|gender=masc|EmoExpression::markable_49::SubjectiveFact=false|num=sg|EmoExpression::markable_49::EmoExpression=True|EmoExpression::markable_49::Uncertain=false|EmoExpression::markable_49::Intensity=medium
324236244890558464	mixed	Und der beliebteste von unserer verehrten Bundeskanzlerin Angie. Deswegen dürfen wir jetzt ja auch noch länger ran ... %NegSmiley	und die beliebt von unser verehrt Bundeskanzlerin Angie. deswegen dürfen wir jetzt ja auch noch lang ran ... %NegSmiley	KON ART ADJA APPR PPOSAT ADJA NN NE PAV VMFIN PPER ADV ADV ADV ADV ADJD PTKVZ $. ITJ	3/JU 3/NK 0/-- 3/MNR 7/NK 7/NK 4/NK 7/NK 17/NK 0/-- 10/SB 10/MO 10/MO 10/MO 16/MO 10/MO 10/MO 17/-- 17/NK	Sentiment::markable_53::Sentiment=True|Sentiment::markable_53::Sarcasm=false|Sentiment::markable_53::Intensity=strong|Sentiment::markable_53::Polarity=positive case=nom|Target::markable_55::Target=True|num=sg|Target::markable_55::Anaphref=empty|gender=masc|Sentiment::markable_53::Sentiment=True|Target::markable_55::Preferred=true case=nom|EmoExpression::markable_56::Intensity=strong|EmoExpression::markable_56::EmoExpression=True|Target::markable_55::Target=True|gender=masc|Sentiment::markable_53::Sentiment=True|EmoExpression::markable_56::Polarity=positive|EmoExpression::markable_56::Sarcasm=false|EmoExpression::markable_56::SubjectiveFact=false|num=sg|sup=True|EmoExpression::markable_56::Uncertain=false Sentiment::markable_53::Sentiment=True case=dat|Sentiment::markable_57::Polarity=negative|Source::markable_53::Anaphref=empty|Sentiment::markable_57::Sarcasm=true|gender=fem|Sentiment::markable_53::Sentiment=True|Source::markable_53::Source=True|Target::markable_57::Preferred=true|num=sg|Sentiment::markable_57::Intensity=medium|Target::markable_57::Anaphref=empty|Target::markable_57::Target=True|Sentiment::markable_57::Sentiment=True case=dat|EmoExpression::markable_57::SubjectiveFact=false|Source::markable_53::Source=True|gender=fem|Sentiment::markable_53::Sentiment=True|pos=True|EmoExpression::markable_57::Polarity=positive|EmoExpression::markable_57::Uncertain=false|num=sg|EmoExpression::markable_57::Sarcasm=true|EmoExpression::markable_57::Intensity=medium|EmoExpression::markable_57::EmoExpression=True|Target::markable_57::Target=True|Sentiment::markable_57::Sentiment=True case=dat|num=sg|Target::markable_57::Target=True|gender=fem|Sentiment::markable_53::Sentiment=True|Source::markable_53::Source=True|Sentiment::markable_57::Sentiment=True case=nom|*=True|num=sg Target::markable_51::Target=True|Sentiment::markable_50::Intensity=medium|Target::markable_51::Preferred=true|Sentiment::markable_50::Sarcasm=false|Sentiment::markable_50::Polarity=negative|Sentiment::markable_50::Sentiment=True|Target::markable_51::Anaphref=empty pers=1|num=pl|tense=pres|mood=ind|Sentiment::markable_50::Sentiment=True|Target::markable_51::Target=True case=nom|pers=1|num=pl|Target::markable_51::Target=True|Sentiment::markable_50::Sentiment=True|*=True Sentiment::markable_50::Sentiment=True|Target::markable_51::Target=True Sentiment::markable_50::Sentiment=True|Target::markable_51::Target=True Sentiment::markable_50::Sentiment=True|Target::markable_51::Target=True Sentiment::markable_50::Sentiment=True|Target::markable_51::Target=True comp=True|Sentiment::markable_50::Sentiment=True|Target::markable_51::Target=True Sentiment::markable_50::Sentiment=True|Target::markable_51::Target=True Sentiment::markable_50::Sentiment=True EmoExpression::markable_52::EmoExpression=True|EmoExpression::markable_52::Uncertain=false|EmoExpression::markable_52::Intensity=medium|EmoExpression::markable_52::SubjectiveFact=false|EmoExpression::markable_52::Polarity=negative|EmoExpression::markable_52::Sarcasm=false|Sentiment::markable_50::Sentiment=True
332586535268532225	neutral	Browsergames: Bundeskampf - Kämpfe für dein Bundesland! Bei uns erbeutest du Bier und bekämpfst Mitspieler:	Browsergames: Bundeskampf - Kampf für dein Bundesland! bei wir erbeutest du Bier und bekämpfst Mitspieler:	ADJA NN $( NN APPR PPOSAT NN APPR PPER VVFIN PPER NN KON VVFIN ADJA	2/NK 0/-- 2/-- 2/APP 4/MNR 7/NK 5/NK 10/MO 8/NK 0/-- 10/SB 10/OA 10/CD 13/CJ 14/MO	case=nom|gender=fem|num=pl|pos=True case=nom|gender=fem|num=pl _ case=acc|gender=masc|num=pl _ case=acc|gender=neut|num=sg case=acc|gender=neut|num=sg _ case=dat|*=True|num=pl|pers=1 pers=2|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 case=acc|gender=neut|num=sg _ pers=2|num=sg|tense=pres|mood=ind case=acc|gender=neut|num=sg|pos=True
