321316308681650176	positive	wenn du den Tweet davor liest dann weist du wen ich meine %PosSmiley	wenn du die Tweet davor lesen dann weisen du wer ich mein %PosSmiley	KOUS PPER ART NN PAV VVFIN ADV VVFIN PPER PWS PPER PPOSAT ITJ	6/CP 6/SB 4/NK 6/OA 4/NK 8/MO 6/MO 0/-- 8/SB 8/OA 8/SB 13/NK 8/DM	_ case=nom|*=True|num=sg|pers=2 case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ pers=3|num=sg|tense=pres|mood=ind _ pers=3|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=2 case=acc|gender=masc|num=sg case=nom|*=True|num=sg|pers=1 case=acc|gender=fem|num=sg case=acc|EmoExpression::markable_1::SubjectiveFact=false|EmoExpression::markable_1::EmoExpression=True|gender=fem|EmoExpression::markable_1::Polarity=positive|EmoExpression::markable_1::Sarcasm=false|num=sg|EmoExpression::markable_1::Uncertain=false|EmoExpression::markable_1::Intensity=medium
318792633667424256	positive	%NegSmiley gestern ist mein LP Kollege gestorben, und dass an Ostern %NegSmiley... AprilApril, war'n Scherz %PosSmiley	%NegSmiley gestern sein mein LP Kollege gestorben, und dass an Ostern %NegSmiley... AprilApril, war'n Scherz %PosSmiley	ITJ ADV VAFIN PPOSAT NN NN VVPP KON KOUS APPR NN NN NE NE NN ITJ	2/DM 7/MO 0/-- 5/NK 3/SB 5/NK 3/OC 3/CD 8/CJ 9/MO 10/NK 9/OA 14/PNC 15/NK 0/-- 15/NK	EmoExpression::markable_28::Sarcasm=false|EmoExpression::markable_28::SubjectiveFact=false|Sentiment::markable_27::Sentiment=True|Sentiment::markable_27::Sarcasm=false|EmoExpression::markable_28::EmoExpression=True|Sentiment::markable_27::Intensity=medium|EmoExpression::markable_28::Intensity=medium|EmoExpression::markable_28::Polarity=negative|EmoExpression::markable_28::Uncertain=false|Sentiment::markable_27::Polarity=positive Target::markable_29::Anaphref=empty|Sentiment::markable_27::Sentiment=True|Target::markable_29::Target=True|Target::markable_29::Preferred=true pers=3|num=sg|tense=pres|mood=ind|Sentiment::markable_27::Sentiment=True|Target::markable_29::Target=True case=nom|gender=masc|Sentiment::markable_27::Sentiment=True|num=sg|Target::markable_29::Target=True case=nom|gender=masc|Sentiment::markable_27::Sentiment=True|num=sg|Target::markable_29::Target=True case=nom|gender=masc|Sentiment::markable_27::Sentiment=True|num=sg|Target::markable_29::Target=True Sentiment::markable_27::Sentiment=True Sentiment::markable_27::Sentiment=True Target::markable_30::Anaphref=empty|Target::markable_30::Preferred=true|Sentiment::markable_27::Sentiment=True|Target::markable_30::Target=True Sentiment::markable_27::Sentiment=True|Target::markable_30::Target=True case=dat|gender=masc|num=pl|Sentiment::markable_27::Sentiment=True|Target::markable_30::Target=True case=dat|gender=masc|num=pl|Sentiment::markable_27::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_27::Sentiment=True case=nom|gender=masc|num=sg|Sentiment::markable_27::Sentiment=True case=nom|Sentiment::markable_27::Sentiment=True|EmoExpression::markable_100500185::SubjectiveFact=false|gender=masc|EmoExpression::markable_100500185::Uncertain=false|EmoExpression::markable_100500185::Intensity=medium|num=sg|EmoExpression::markable_100500185::Sarcasm=false|EmoExpression::markable_100500185::Polarity=positive|EmoExpression::markable_100500185::EmoExpression=True EmoExpression::markable_32::Intensity=medium|Sentiment::markable_27::Sentiment=True|EmoExpression::markable_32::Polarity=positive|EmoExpression::markable_32::Sarcasm=false|EmoExpression::markable_32::SubjectiveFact=false|EmoExpression::markable_32::Uncertain=false|EmoExpression::markable_32::EmoExpression=True
327401949504892928	positive	das war es auch und ist es immer wieder %PosSmiley	die sein es auch und sein es immer wieder %PosSmiley	PDS VAFIN PPER ADV KON VAFIN PPER ADV ADV ITJ	2/SB 0/-- 2/SB 2/MO 2/CD 5/CJ 6/SB 9/MO 6/MO 6/NK	case=nom|gender=neut|num=sg pers=3|num=sg|tense=past|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ pers=3|num=sg|tense=pres|mood=ind case=nom|gender=neut|num=sg|pers=3 _ _ EmoExpression::markable_33::Sarcasm=false|EmoExpression::markable_33::Uncertain=false|EmoExpression::markable_33::Polarity=positive|EmoExpression::markable_33::EmoExpression=True|EmoExpression::markable_33::Intensity=medium|EmoExpression::markable_33::SubjectiveFact=false
326796473872285696	positive	omg liiissaaaaaaa wir atmen die gleiche luft wie sie *-* zwar isbharry nicht dabei aber omg jsbfhcbcufbxgdufbfu *o*	omg liiissaaaaaaa wir atmen die gleich Luft wie sie *-* zwar isbharry nicht dabei aber omg jsbfhcbcufbxgdufbfu *o*	ADJD NE PPER VVFIN ART ADJA NN KOKOM PPER XY ADV NE PTKNEG PAV ADV ADJD NE ADJA	2/NK 4/SB 2/SB 0/-- 7/NK 7/NK 4/OA 9/CM 7/CC 9/NK 4/MO 4/OA 4/NG 17/NK 4/MO 4/MO 18/OA 4/MO	_ pers=1|num=pl|tense=pres|mood=ind case=nom|*=True|num=pl|pers=1 pers=1|num=pl|tense=pres|mood=ind case=acc|gender=fem|num=sg case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ case=nom|gender=fem|num=sg|pers=3 case=dat|EmoExpression::markable_100500186::SubjectiveFact=false|*=True|EmoExpression::markable_100500186::Intensity=medium|num=sg|EmoExpression::markable_100500186::EmoExpression=True|EmoExpression::markable_100500186::Uncertain=false|EmoExpression::markable_100500186::Polarity=positive|EmoExpression::markable_100500186::Sarcasm=false _ case=acc|*=True|num=sg _ _ _ _ _ EmoExpression::markable_100500187::EmoExpression=True
324102213528064002	positive	Habe es gerade gesehen. Und was wird dann jetzt mit dem Account? Hab da keine Ahnung. %PosSmiley	haben es gerade gesehen. und was werden dann jetzt mit die Account? Hab da keine Ahnung. %PosSmiley	VAFIN PPER ADV NE KON PIS VAFIN ADV ADV APPR ART NN NN ADV PIAT NN ITJ	0/-- 1/SB 4/MO 1/SB 7/JU 7/SB 0/-- 7/MO 7/MO 7/MO 12/NK 10/NK 0/-- 13/MO 16/NK 13/PD 0/NK	pers=3|num=sg|tense=past|mood=subj case=nom|gender=neut|num=sg|pers=3 _ case=nom|*=True|num=sg _ case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ _ case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg case=nom|gender=masc|num=sg _ case=nom|gender=fem|num=sg case=nom|gender=fem|num=sg EmoExpression::markable_34::SubjectiveFact=false|EmoExpression::markable_34::Intensity=medium|EmoExpression::markable_34::EmoExpression=True|EmoExpression::markable_34::Polarity=positive|EmoExpression::markable_34::Uncertain=false|EmoExpression::markable_34::Sarcasm=false
327852516081537025	positive	Jetzt, sind, wir, schon, zwei, im, Team, Komma, %PosSmiley	Jetzt, sind, wir, schon, zwei, im, Team, Komma, %PosSmiley	NE NE NE NE NE NE NE NN ITJ	7/PNC 7/PNC 7/PNC 7/PNC 7/PNC 7/PNC 8/NK 0/-- 8/NK	case=nom|*=True|num=sg|Sentiment::markable_35::Sentiment=True|Target::markable_37::Target=True case=nom|*=True|num=sg|Sentiment::markable_35::Sentiment=True|Target::markable_37::Target=True case=nom|*=True|num=sg|Sentiment::markable_35::Sentiment=True|Target::markable_37::Target=True case=nom|*=True|num=sg|Sentiment::markable_35::Sentiment=True|Target::markable_37::Target=True case=nom|*=True|num=sg|Sentiment::markable_35::Sentiment=True|Target::markable_37::Target=True *=True|Sentiment::markable_35::Sentiment=True *=True|Sentiment::markable_35::Sentiment=True *=True|Sentiment::markable_35::Sentiment=True EmoExpression::markable_36::EmoExpression=True|*=True|EmoExpression::markable_36::Intensity=medium|Sentiment::markable_35::Sentiment=True|EmoExpression::markable_36::SubjectiveFact=false|EmoExpression::markable_36::Uncertain=false|EmoExpression::markable_36::Polarity=positive|EmoExpression::markable_36::Sarcasm=false
319592724657491968	positive	"diesmal" impliziert jedenfalls, dass es beim nächsten mal auf jeden Fall anders sein sollte %PosSmiley	"diesmal" implizieren jedenfalls, dass es bei nah mal auf jede Fall anders sein sollen %PosSmiley	NN VVFIN ADV KOUS PPER APPRART ADJA ADV APPR PIAT NN ADV VAINF VMFIN ITJ	2/SB 0/-- 2/MO 14/CP 14/SB 13/MO 6/NK 7/MO 7/MO 11/NK 9/NK 13/MO 14/OC 2/MO 14/DM	case=nom|gender=neut|num=sg pers=3|num=sg|tense=pres|mood=ind _ _ case=nom|gender=neut|num=sg|pers=3 case=dat|gender=masc|num=sg case=dat|gender=masc|num=sg|pos=True _ _ case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg _ _ pers=3|num=sg|tense=past|mood=ind EmoExpression::markable_38::Polarity=positive|EmoExpression::markable_38::Sarcasm=false|EmoExpression::markable_38::EmoExpression=True|EmoExpression::markable_38::SubjectiveFact=false|EmoExpression::markable_38::Uncertain=false|EmoExpression::markable_38::Intensity=medium
323529728696918018	positive	%User passt %PosSmiley dann frag sie doch morgen %PosSmiley	%User passen %PosSmiley dann fragen sie doch morgen %PosSmiley	NE VVFIN ITJ ADV VVIMP PPER ADV ADV ITJ	2/SB 0/-- 4/DM 2/MO 2/MO 5/OA 2/MO 2/MO 2/DM	case=nom|gender=masc|num=sg pers=3|num=sg|tense=pres|mood=ind EmoExpression::markable_39::SubjectiveFact=false|EmoExpression::markable_39::EmoExpression=True|EmoExpression::markable_39::Polarity=positive|EmoExpression::markable_39::Sarcasm=false|EmoExpression::markable_39::Intensity=medium|pos=True|EmoExpression::markable_39::Uncertain=false _ pos=True case=nom|gender=fem|num=sg|pers=3 _ _ EmoExpression::markable_40::Sarcasm=false|EmoExpression::markable_40::EmoExpression=True|EmoExpression::markable_40::Uncertain=false|EmoExpression::markable_40::Intensity=medium|EmoExpression::markable_40::SubjectiveFact=false|EmoExpression::markable_40::Polarity=positive
322695870149709824	positive	In einer halben Stunde zum Training %PosSmiley	in eine halb Stunde zu Training %PosSmiley	APPR ART ADJA NN APPRART NN ITJ	0/-- 4/NK 4/NK 1/NK 4/MNR 5/NK 1/MO	Sentiment::markable_41::Intensity=medium|Sentiment::markable_41::Sentiment=True|Target::markable_42::Target=True|Sentiment::markable_41::Sarcasm=false|Target::markable_42::Preferred=true|Target::markable_42::Anaphref=empty|Sentiment::markable_41::Polarity=positive case=dat|gender=fem|num=sg|Sentiment::markable_41::Sentiment=True|Target::markable_42::Target=True case=dat|num=sg|Sentiment::markable_41::Sentiment=True|Target::markable_42::Target=True|gender=fem|pos=True case=dat|gender=fem|num=sg|Sentiment::markable_41::Sentiment=True|Target::markable_42::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_41::Sentiment=True|Target::markable_42::Target=True case=dat|gender=masc|num=sg|Sentiment::markable_41::Sentiment=True|Target::markable_42::Target=True case=dat|EmoExpression::markable_43::Intensity=medium|gender=masc|EmoExpression::markable_43::SubjectiveFact=false|EmoExpression::markable_43::Uncertain=false|EmoExpression::markable_43::EmoExpression=True|num=sg|Sentiment::markable_41::Sentiment=True|EmoExpression::markable_43::Polarity=positive|EmoExpression::markable_43::Sarcasm=false
323537781563486209	positive	Frage für Mathematiker: "Wie weiter?" und für Nichtmathematiker: "Warum weiter?" %PosSmiley	Frage für Mathematiker: "Wie weiter?" und für Nichtmathematiker: "Warum weiter?" %PosSmiley	NN APPR ADJA NN VVFIN KON APPR ADJA NN ADJA ITJ	0/-- 1/OP 4/NK 2/NK 1/OC 10/JU 10/MO 9/NK 7/NK 0/-- 10/NK	case=nom|gender=fem|num=sg _ case=acc|gender=fem|num=sg|pos=True case=acc|gender=fem|num=sg _ _ _ case=acc|gender=masc|num=sg|pos=True case=acc|gender=masc|num=sg case=acc|gender=masc|num=sg EmoExpression::markable_44::Uncertain=false|EmoExpression::markable_44::Intensity=medium|EmoExpression::markable_44::Sarcasm=false|EmoExpression::markable_44::SubjectiveFact=false|EmoExpression::markable_44::EmoExpression=True|EmoExpression::markable_44::Polarity=positive
329129160490491904	positive	ah na dann folge ich auch gleich %User wusste nichts vom Twitteraccount %PosSmiley - naja will erst noch einiges wegtrinken %PosSmiley	ah na dann folgen ich auch gleich %User wissen nichts von Twitteraccount %PosSmiley - naja wollen erst noch einige wegtrinken %PosSmiley	ITJ ITJ ADV VVFIN PPER ADV APPR NE VVFIN PIS APPRART NN ITJ $( NE VMFIN ADV ADV PIAT VVFIN ITJ	3/DM 3/DM 4/MO 0/-- 4/SB 4/MO 9/MO 7/NK 4/CJ 9/OA 10/MNR 11/NK 16/DM 13/-- 16/SB 9/OC 18/MO 20/MO 20/MO 16/OC 20/DM	_ _ _ pers=1|num=sg|tense=pres|mood=ind case=nom|*=True|num=sg|pers=1 _ _ case=dat|*=True|num=sg pers=3|num=sg|tense=past|mood=ind gender=neut|*=True case=dat|gender=neut|num=sg case=dat|gender=neut|num=sg EmoExpression::markable_45::SubjectiveFact=false|EmoExpression::markable_45::Intensity=medium|EmoExpression::markable_45::EmoExpression=True|EmoExpression::markable_45::Polarity=positive|EmoExpression::markable_45::Uncertain=false|EmoExpression::markable_45::Sarcasm=false _ _ mood=ind|Sentiment::markable_46::Sarcasm=false|Sentiment::markable_46::Polarity=positive|Sentiment::markable_46::Intensity=medium|EmoExpression::markable_100500188::SubjectiveFact=false|pers=3|EmoExpression::markable_100500188::Sarcasm=false|num=sg|tense=pres|EmoExpression::markable_100500188::Polarity=positive|EmoExpression::markable_100500188::EmoExpression=True|EmoExpression::markable_100500188::Uncertain=false|EmoExpression::markable_100500188::Intensity=medium|Sentiment::markable_46::Sentiment=True Sentiment::markable_46::Sentiment=True Sentiment::markable_46::Sentiment=True case=nom|num=sg|Target::markable_47::Target=True|Sentiment::markable_46::Sentiment=True|Target::markable_47::Anaphref=empty|gender=neut|Target::markable_47::Preferred=true Target::markable_47::Target=True|Sentiment::markable_46::Sentiment=True EmoExpression::markable_48::SubjectiveFact=false|EmoExpression::markable_48::Polarity=positive|Sentiment::markable_46::Sentiment=True|EmoExpression::markable_48::Sarcasm=false|EmoExpression::markable_48::Uncertain=false|EmoExpression::markable_48::EmoExpression=True|EmoExpression::markable_48::Intensity=medium
