neutral	#Puff #Laufhaus #Eroscenter #Bordell Flair Massagen aus #Berlin #Germany #Deutschland : http://t.co/G3LQZ9aUft
neutral	Deutsche Grammatik : Leicht gemacht http://t.co/EpQeLTYuNU
neutral	Bericht : Foxconn liefert Anfang September zwei neue iPhone - Modelle : Laut Wall Street Journal will Apple neben ... http://t.co/O898t64TMI
neutral	Türkische Fans heissen Marc Janko bei Trabzonspor ( ! ) willkommen . Das deutet wohl auf einen Verbleib hin . #DeadlineDay
negative	Beziehungsstatus : Nicht das ich verzweifelt wäre , aber ... http://t.co/wE3pGvc3BI
positive	@gurkiran_xoxo TT HÖR AUF MICH ZUM HEULN ZU BRINGEN OK . I cant eh why so cute ? TT .. Er war so nah .. Erst amsterdam jetzt paris ..
neutral	Schleiche ich mich halt eben in meinem sexy Umhang nach draussen und rauche eine .
neutral	Starkes Comeback des @fcb_basketball #euroleague 2 Punkte Rückstand gleich Ende 3/4
positive	@janinmty Danke ! Wir geben uns auch wirklich Mühe !!!
neutral	Speicher voll : Belastungsgrenze erreicht : Wälder können kaum noch CO2 ... - FOCUS Online PC Games Speicher voll : http://t.co/4jpoiix0Zx
neutral	Marc Faber : " Es gibt keinen sicheren Hafen mehr . " http://t.co/BKiszrzGgE
negative	Neukölln : Brutale Räuber quälen Taxifahrer mit Elektroschocker http://t.co/XNqZXNCJ8r
positive	Träumt was schönes . Gute Nacht !
neutral	Keep me sprung (8 ' ' #good #night #like http://t.co/S7M87Xr6Y0
neutral	Was sind deine liebsten mobilen Apps ? - Twitter , Whats App , Spin , Rookies , Frei . Wild , bla bla bla ... http://t.co/mpwPeiAwsZ
neutral	#Werneuchen Piraten entern " kommunalpolitisch interessierte Bürger " http://t.co/gx6xmyLjSw
negative	Head - Ache Die Down
positive	Heute geht es endlich wieder los , der Kampf um Punkte . Zum Saisonauftakt sind wir heute zu Gast bei der Union ... http://t.co/xdeiOFUkMs
neutral	@shulamyt23 @iFAFAian @IfafaDerr @iFafadex @iFafaEiger @iFafaRaffie @iFafaRon @iFafaGie @iFafaNathan @IfafaDavid @IFafaMigs STRAIGHT TNONG
neutral	#ARD : Tagesschau , #ORF2 : Sturm der Liebe , #SRF1 : Eco , #DASVIERTE : Die Sullivans , #MDR : MDR um elf , #MTV : Top 11  at 11
positive	@Mal1Euro Du musst aber bitte Georg aus Bielefeld entfernen , der möchte nicht mehr :-)
neutral	RT @SahilRiz : THE VIGIL IDIOT UPDATE : Ready , steady , takeitandpo ! It ' s Chennai Express : http://t.co/6A2Lpsfkgm
negative	Oo na kung Bitter :(((
neutral	Lückenlos . http://t.co/xAFNRA7Wws
neutral	here ' s yours magno @benschnetzer http://t.co/RTxwbulU8Y
positive	Foto : Legale Gaffiti Wand Übach #Graffiti #Pitzel #Übach #Frelenberg #Legale Wand #Germay http://t.co/SAQRApXk7r
positive	Wow ! Sieht echt klasse aus ! http://t.co/W7ASRXMlKB
positive	@JohannaChocolat Oh nein hast recht aber später zu 100%  :DD freu mich schon ^ ^
negative	@chi447_ ich werde halt trotzdem noch viel zu schnell mad
positive	@EditionMarcus natürlich🎾
negative	@jfkorn da werden wir uns wohl nicht einig werden , befürchte ich !
neutral	Und endlich auf Weltbild erhältlich : Das 2.  Kapitel von ANEBA . DIE RÜCKKEHR : http://t.co/wQagF0Q05d #Fantasy #Ebook #Roman
positive	Süsser kleiner Elefant : Bad Wünnenberg | Kann zur Blumenablage genutzt werden ! Bitte Abholung ! http://t.co/Te4NejYBbi
neutral	Wer mir ans Bein pisst , muss damit rechnen , dass ich ihm ans Bein scheisse .
negative	#windows8 sucht hier ~ 15  Minuten nach Updates , bis dahin hätte ich ihm die URL auch gemütlich abtippen können dem blöden Ding .
positive	@Ina_Steinbach @Quiddjes Hehe , ähnliches hier . Ich ersetze grad aus eben solchen Gründen Cola light wieder durch Maracujaschorle .
neutral	RT @DKultur : #Kulturnachrichten Norwegisches Wörterbuch entfernt unpassende Einträge http://t.co/s4WH2RMnpX
negative	toll , hab bauchweh &amp; das schon morgens .
negative	@TigerBeYoung http://t.co/oDhMyBi7f2
neutral	CDU : NanoSpeed 6019551 - Cars 4 pack Asst CDU : Achtung ! Nicht für Kinder unter 3 Jahren geeignet , da Kleinteile vers http://t.co/5Up7noOgco
neutral	@web_fab * Zurückgezogene Version ist die RT Version . Mit der normalen Version sind bei mir keine Fehler aufgetreten :/@ worldoftipps
neutral	XJ 600  Bauhjahr 1987  nicht zugelassen : Augsburg | Yamaha , XJ 600,  53  kW , 32000 km , EZ 03/1987 , original , 1.  Ha ... http://t.co/txKbFLP4Ls
positive	Exit . Guten Nacht ☺ @ahn_dniel hehe
negative	Oh oh Die Batterien sind leer .... das wird meinem Schatz nicht gefallen ....
neutral	RT @Helge : Schönes Gerücht : " Monika Lindner von der ÖVP ins Team Stronach entsendet ? " http://t.co/nucfV92Tbr
neutral	POL - MFR : ( 1432 ) Feuer verursachte hohen Brandschaden http://t.co/BPjnfOnuCW #moegeldorf #laufamholz
neutral	Gratis Beauty - Box ab 15 Euro Einkauf http://t.co/oixv5RU1m3
negative	@larifariabel schade :( du hättest den traum leben können für mich ! :(
positive	@AchimKraemer alter #schalter geiles #Bild
neutral	Grosse Panik , weil #Facebook down ist ..
negative	Verfickte Scheisse , solche SPASTEN ! http://t.co/2T0wbDBOpu
neutral	@Frikadunse Du fährst mir in letzter Zeit eindeutig zu viel Zug . #ivicabahnovic
neutral	Im Rahmen einer Titelvorschau für Repräsentanten aus dem Videofachhandel zeigte Ascot Elite Home Entertainment ... http://t.co/F7CRCBkynN
neutral	@Evo2Me Wusste nicht , dass NK Comic war . Habe ihn in Buchform gelesen . Kam das später ?
negative	@JonouchiKatsuya " Du verdienst nicht genug Geld , deine Meinung ist mir egal , du hast mein Leben ruiniert , bla bla bla . "
negative	@Ryan_Pursell im dieing 😭
negative	@ziromr Mit der SBB hat Apple doch eher negative Erfahrungen gemacht ... ;)
neutral	Die EHC Basel Sharks müssen ohne ihren Topscorer Kyle Greentree auskommen wegen einer Oberschenkelverletzung. http://t.co/eKtA6NWuql
negative	@hirngabel Schauste Sport1 ? Böse Kombi .
neutral	Work @ Brückenfest , dh 12h  nicht erreichbar ( @ Waldschlösschenbrücke ) http://t.co/RJNUEfDR6B
positive	vorne an ' na Tankstelle noch schnell zwei Monster Ripper gekauft. endlich !!! seit über zwei wochen keins mehr. eeeeentzuuuuggg
neutral	@Njago Grüss dich o /
negative	@MACkarrie kann man leider nicht ;(
negative	RT @Tweufelchen : Nachts aufwachen , freie Bettseite abtasten , vermissen .
neutral	Heftiges PVP - Gefecht in Immortalis bis 10  Uhr ! Wir brauchen jeden fähigen Kämpfer ! #Immortalis http://t.co/XnKXWuSteM
neutral	Langsam wird ' s hell draussen .
neutral	Wir unterbrechen für eine wichtige Warnung : http://t.co/gPkb4Uu5Eo
neutral	RT @Mahatmapech : " Sag mal was erotisches . " " Nachtigall , ick hör dir strapsen . " Wenn Berliner Dirty Talk üben .
positive	@cuddlyobrien du siehst auf ziemlich jeden bild toll aus mara stfu
negative	@capo42 das darf man alles nicht so ernst nehmen . Eben mittel um Zeit zu verplempern ... , sonst nichts
neutral	Räikkönen - Deal mit Ferrari wohl besiegelt : Vier Jahre nach der unsanften Trennung kehrt Kimi Räikkönen nun woh ... http://t.co/4e7Iov2ux1
neutral	Überprüfen food Alte Küsterei , adresse : Küsterstrasse 16,  Moormerland. http://t.co/g9I23QyREz #CAFE #FOOD #ALTE #KSTEREI
positive	@caseypher Go lang ng Go ! =)) hehe #UpgradeAtSMNovalichesAug3 #UpgradeAtSMNovalichesAug3
neutral	Börse Frankfurt : Wall Street schubst Dax unter die 8600 er Marke http://t.co/IemA5Hf2w0 #handelsblatt
neutral	#gutschein Gratisbeigabe Stickpouf at http://t.co/RSAbyCsF11 http://t.co/L8WJAkXcQ1
negative	... und trifft nicht .. - . -
neutral	@Piratenmaps @aiida976 @kleopatra2009 Guten Morgen bei Regen und Sturm .
positive	Ach , das passt dann natürlich auch ganz super dazu . Gnihihi #lasttweet http://t.co/HZweo7HUPD
neutral	Skandinavische Filmtage in Lübeck vom 30.  Oktober bis zum 3.  November http://t.co/VNppO7Pdjl
neutral	staatliche unabhängigkeit indo ..
neutral	RT @miss_lautstark : Wo Erwartungen wachsen , da werden Enttäuschungen geerntet .
positive	* liebe verteil *
negative	NSA sammelt Adressbücher ? Oh , diese Überraschung . Not .
neutral	RT @knuddelwuddelll : Wie phil aber immer noch nett und freundlich bleibt obwohl er wahrscheinlich total wütend war ..
neutral	Achtung ! Jung und heiss ( 2013  / DVD ) http://t.co/XFoJ6aUSA4
positive	@seagers gute Sache , war mir noch nicht bewusst . Wenn jemand spät dran war , dann mercedes :)
neutral	Damn it &gt; _ &lt; kostprobe vom englischen wetter ... erkenntnis : eine neue jacke muss her
positive	@DianaArnberger @laratretter neue Folgen laufen grade . Hen really breaks bad !
neutral	hat eine Runtastic Mountainbiketour über 35  km in 2h  03m  mit der #Runtastic PRO iPhone App absolviert : http://t.co/AUNJSkRmsR
positive	Neue Liebe gefunden , ach sind die Toll &lt;3 #exciting #Diva #justlikeadiva #JLAD #goodnes #girl #shoes @ ... http://t.co/v6tA2qTasF
positive	Non Non Biyori Ep03 - Nicht ganz so gut wie die letzte Folge , reicht aber immer noch voll und ganz um mein Herz zu schmelzen ( ' ▽｀ ) #なのん
neutral	@Aluenschen In Ernst .
positive	Was echt gezellig gisteravond ❤❤
positive	Oho , vielleicht wird das mit dem Schlafrhythmus so langsam wieder was !
positive	@Prompto * schaut ihn nach dem Kuss an und muss anfangen zu lachen * ha ha du schaust so doof aus , , schau mal in den spiegel :P
neutral	Anlage #Mammendorf sichtbar gesetzt
neutral	RT @love_witted : " Bitte warten Sie , bis Liebe installiert wird . Dies kann mehrere Leben dauern . "
positive	grosse freude , dass @HansArsenovic wieder " unter uns " weilt. welcome back !
positive	@KatzeRegi faszinierend , nicht wahr ? : 3
neutral	Jetzt 1.000 Euro oder mehr im Internet verdienen mit PC Arbeit GRATIS INFO ! http://t.co/9zTKtR2qdR
positive	@Croco_dylus huh ? Was soll man denn sonst sagen ausser lecker ? " schmackhaft " etwa ? @kaltmamsell
neutral	Letzter Einkauf für die Heimfahrt ( @ EDEKA Jens ) http://t.co/gqHj1YxdRq
neutral	1 einmaliger Trick fur Flachen Bauch http://t.co/dUmqtgjMs7
negative	RT @Estadox : Ich wünschte , Özil wäre kein Deutscher . Dann würde er wenigstens geschätzt werden .
neutral	Wie viel Hoffnung bleibt der kleinen Sayu ? &gt; &gt; Sayu Smiles &lt; &lt; von @sadakoX &gt; &gt; http://t.co/Cb2eTEcvOu #Lesetipp
neutral	Bentley verpasst dem Continental GT nochmals mehr Leistung : Der britische Luxuswagenbauer Bentley verpasst dem ... http://t.co/JeIHeF731n
neutral	#ICE724 NürnbergHbf 35m  http://t.co/VuxKciDWeO | #ICE529 AschaffenburgHbf 5m  http://t.co/WRmjdwzuKr
positive	@Safarina_yusuf hehe .. rina msti tgk cite heart strings kn ?? kn ?? Hehe .. bestt tauu ade oppa jung hwa .. hehe
neutral	@BlueLTP @schokonerd glaub mir da bist du nicht der einzige , wir sind ja aber auch keine Frauen
neutral	#Erotisches Abenteuer Baden - Württemberg http://t.co/botmEaBKke
neutral	Kein Bett frei : Grazer Schlaganfall - Patientin tot http://t.co/gEhfWP8MeV
negative	Josephine Angelini : Göttlich verloren http://t.co/TSgsYQ5sks
neutral	Einer kann uns ohne Egoismus sein Leben mit Interesse nur schriftlich , aber nicht mündlich erzählen . - - Jean Paul
negative	RT @dnn_online : Mopedfahrer nach Verkehrsunfall in Radebeul leicht verletzt - Polizei sucht nach Zeugen. http://t.co/uuN498bpmX
neutral	@NeoXtrim Der CDUSPDFDPGrüne - Kurs führt auch Hartz4 - Empfänger in ' s sichere Elend . Profitieren tun von Euro - " Rettung " nur Banker ( in D UND GR )
neutral	Wer die Totalüberwachung der #NSA durch #PRISM scharf kritisiert , kann selbst keine #VDS wollen @RegHessen !
positive	RT @Wuchtbrumme80 : @stindl28 196.  Tweet für Stindlinho ! ;-) Happy Birthday &amp; alles Liebe , Lars ! Bleib uns bitte noch laaange erhalten ! #Füh ...
negative	@BizzyakaJoST Geht nich , muss trocknen . Du schaffst das schon allein . Tschakka !
positive	@Coladewe ich war so verliebt in den !
neutral	RT @OwnCloud : Stiftung Warentest : " Keiner schneidet gut ab " 13  Onlinespeicher http://t.co/pCMf8PtIo9 " Manko : Daten­sicherheit ... " ( German ...
neutral	@just__Katrin @LoveAnni78 hab ich auch gedacht auf den letzten Fotos echt süss . olly murs muss die Hose in Stuttgart geplatzt sein , peinlich
negative	@herrlaus Ignoranz ? Arroganz ? Kommunikative Bankrotterklärung ?
neutral	Plötzlich 70 ! : Melanie liebt ihre Arbeit , vergisst dabei aber oft ihren Freund . Er fühlt sich vernachlässigt . ... http://t.co/mEraGOQfxu
neutral	20  Manufakturportrait Acqua di Portofino - Klein und verträumt ... romantisch italienisch ... mit einer herrlichen und ... http://t.co/BhBjbQdmHF
neutral	@Yung_n_Stuntin better ? lol im lost
positive	* Laut Sleeping with Sirens hör * Mum : Das Mädchen hat aber ne schöne Stimme ! Le me : Mum ... da singt n ' Kerl ... xD
neutral	Weiche Kompetenzen erleichtern harten Studienalltag http://t.co/ITgB2bzXVq VDI #Wirtschaft
positive	@Syrtax .. man dauerhaft deutlich zu wenig kriegt . :) Da hilft wohl meist nur : Denen die Hölle heiss machen &gt; _ &gt;
negative	RT @bergdame : Fragt mich einfach , ich erklär euch das mit den hassenden Feministinnen und den Männern .
positive	Mkhitaryan zum zweiten . Wat ne geile Bude aber auch #bvb
neutral	Bisherige Billig - Auskunft 11893 wird deutlich teuer http://t.co/PDkdudrzmD
positive	Terschelling 😋❤
negative	mega geil , sich ohne licht schminken zu müssen 😑
neutral	Halbzeit bei #Bayern gegen #Freiburg ! #Bayern führt 1:0 http://t.co/d2YB2hHZLS
positive	breit , breiter , BOB #HappyBirthdayBenedict
neutral	` ` Weil , Siehaetten ` ` tragischBLAUstich ? WieSmichDurchschauen , ueberFarbe . WarFehltrittBlauHautiger , Nachbar vonUnsDAmalsDieseLANGgewachsenen ?
neutral	Einspeisevergütung 2011  http://t.co/noPQGsvXDt
positive	MAD schrill , schräg &amp; crazy Fotos sind online . Viel Spass beim anschauen ! LG PEARLS &lt;3 http://t.co/6H9od5BAsj
neutral	DAX : Vielversprechender vierter Versuch ? http://t.co/6oKtCFoiiE $ $
negative	@Der_Mann Ja ich glaub dein job is z. T. auch etwas nerviger als meiner ... wenn ich dran denk wie einem Rekruten manchmal aufn sack gehn könn
neutral	Marietta Slomka natürlich auch in schwarz - rot - gold . Kanzlerin wird sie wohl trozdem nicht . #wiegehts #wiebitte
positive	@MaynardTweet @flo_p @kalafudra Immer diese sturen Steirer :-p . Danke fürs Enträtseln , klingt interessant , wär dabei - wann auch immer :-) .
negative	Muss er so aussehen , als würde er Liegestütze machen ? Ben , das sieht irgendwie ... witzig / komisch / versaut aus http://t.co/1q3lrsOVDp
positive	@_Keksli @kreuzweis jupp , eben ^ ^
neutral	06.08 . 13  16:00 Bludenz : heiter , dunstig 31 °C . Wind : N / 4 km / h. Regen : 0,0 mm http://t.co/vHju6B7f0Y
negative	@fischimglas läuft und hat so gut wie keine änderung mitsich gebracht. optisch zumindestl .
neutral	Arbeitsmittel http://t.co/o0ZSUKs27l
negative	Hüfte is dick also angeschwollen dick , auf der Wade ist ein grosser blauer Fleck und mein Fuss schmerzt so doll , dass ich kaum auftreten kann .
neutral	Vorwürfe gegen Hauptsponsor : Werder Bremen verlangt " lückenlose Auflärung " http://t.co/GU3EdFXQqZ #transfermarkt
neutral	Guten Morgen ... liege mim 3 DS noch im Bett und habe mir eben nen 35  minütigen Kampf mim Wecker geliefert
neutral	Mineralwasser erlebnis http://t.co/SV2qgTdgFh #mineraliteit
positive	@Afelia Guten Rutsch http://t.co/L2FnA00Atj
neutral	Moin alte Hütte @tyrosstan . Na ? Alles fit bei dir ?
neutral	MyFreeZoo - Baue deinen eigenen verrückten Zoo http://t.co/UnsGSF2qqj Strategie Kostenlos #Aufbau #Browsergame #Browserspiel
neutral	Viel Erfolg der " Ersten " beim Testspiel gegen tus keyenberg auf dem Tuspi .
positive	bitte , dankeschön .
neutral	5- achsige Bearbeitungszentren ( Vert . / Horz. ) : XR 760  XP , Bj. 2007  #gebrauchtmaschinen #usedmachines http://t.co/OcSFxSxgsO
neutral	#Porsche , #911 , #996 : Airbag control Gert : Betriebsstundenzhler defective ? http://t.co/ntGcGghQRz
positive	@wischmob gar kein Problem :) Dare kommt zum Wochenende wieder rein .
negative	@DrWaumiau das geht so nicht . Die Nachrichtensender können doch auch nicht sagen " ach nö , keine Wettervorhersagen mehr " . Mach schön weiter !
neutral	Merkel : " Pensionen werden versteuert , Renten nicht . " Renten werden aber mit immer höherem Anteil versteuert .
positive	♫ ♪ ♬ Kleines feines Movie vom HOLI Festival der Farben GRAZ gefällig ? Here we go : http://t.co/uSuH5YJxLV . special thx to Insane - Artwork .
neutral	RT @derStandardat : Forscher wollen mit leistungsstarkem Laser gegen Weltraumschrott vorgehen : http://t.co/Etu8s0s0d2
neutral	Noch nicht entschieden ? Sie können runterscrollen zum Montag zur Übersicht von über 50  #Restaurants rund um den #Gendarmenmarkt
negative	@FLASHZENTAURI warum das O _ O wiesooooo ??? sollte ich lieber schreiend weg rennen O _ O
positive	Guten Morgen ! Habe eben die Sachen bei S. Oliver anprobiert . Sah toll aus , hab aber nichts mitgenommen .
neutral	Arigato !! Nur das , mehr nicht . Japanisch -,-
neutral	Goldaktien vernachlässigt http://t.co/p48P8yoRKX
neutral	Neuer Teilnehmerrekord beim Dresdner Elbeschwimmen - ältester Schwimmer war 86.  Zur Seite : http://t.co/fejboz0BsF
neutral	wer russisch versteht &amp; zweifelt , ob navalny durch und durch ein rassist ist , möge sich das ansehen : https://t.co/WKAiVplw8k #facepalm
positive	@Speedelfe @NicoLinder8 : O Tu es , mach ' s kaputt , bau die Einzelteile ab , demontier ihn und verkauf seine Teile an seine bessere Hälfte ! :D
neutral	@plomlompom Schade , dass Klaus Kinski nicht mehr lebt .
negative	Wellnessshoppen morgen : komplett verkackt , denn Zweibrücken - Outlett fällt flach , wegen Feiertag ! WTF. In Hessen gibt ' s sowas nicht !
neutral	Ziemlich fertig .
neutral	tausche grossen , gut erzogenen penis gegen kopfschuss
neutral	Wetzikon platze #chibli #wetzikon #zurich #grande #roue #super #chaos http://t.co/w2KW84prOt
neutral	Europa fürchtet die Rückkehr seiner Dschihadisten aus Syrien http://t.co/zMS2VQ5GUa
neutral	Neuer Artikel : Handballer fiebern Odenwald - Derby entgegen http://t.co/I6G1zod7bH
neutral	#Amazon de : Die Feuerzangenbowle Heinz Rühmann ( Darsteller ) , Hilde Sessak ( Darsteller ) , Helmut We ... http://t.co/RILlXg7jOz #Filme &amp; #TV
neutral	Designer - Kauz Colani : Funktioniert nicht ? Interessiert nicht ! http://t.co/VQUA1i0oYb
neutral	@en_tropy Gemeinsame Augenhöhe = Gleiche Startbedingugen ( + Ausgleich Handycap ) . @BauerJelinek @dasGuteF
neutral	für alle die sich für aktuelles aus der immer grösser werdenden Bio - Branche interessieren ...... http://t.co/fq3ug1JLW6
positive	Aufwiedersehen Thorsten #Frings ! War ne tolle Zeit ! Bleib #Werder erhalten !
neutral	Hihi @BenniferRostock war grad eben kurz bei Punkt 12  #imascheregen #hinterland
negative	@freehippiegirl Arschlöchern in eine Schublade stecken sollen . Ich bin komplett anders , als meine Geschlechtsgenossen .
positive	@fallenforzarry meine vorfahren kommen aus österreich mein ur ur ur ur opi kannte beethoven und schubert und so ders voll fame :D
positive	@sebrandt Kalt &amp; verregnet , naja Aquaplaning - zum Glück aber erst beim Laufen ...
neutral	Besondere Sparanreize f�r #samsung #externe #festplatte Warum warten Sie ? Klicken Sie jetzt ! http://t.co/PsirdzFm6C #fb
neutral	Causa Schillerplatz : Anklage rechtskräftig http://t.co/9txUOIYPzp
negative	@marlenovic GENAU DAS SELBE DENK ICH MA AUCH haha bzw. solln in einen ladn gehn bei dem ma den namen aussprechn kann !!
neutral	Seagate Momentus 500 GB 2,5 Zoll Festplatte Notebook NEU Sata : Essen , Ruhr | Verkaufe hier meine neue Festplatt ... http://t.co/bYFqWeFMVF
neutral	" Ich denke , Helene Fischer und Andrea Berg können sich warm anziehen . " #supertalent
neutral	Einsteiger brauche dringend hilfe : Autor : vollmond12345 http://t.co/4osIZsWZxT
negative	@Scotland_Swiss @KMK_peRFect :((( Celtic muss mit Barcelona gewinnen !
positive	Max Meyer kann sich diese Saison berechtigte Hoffnungen auf Einsätze im offensiven Mittelfeld machen #S04 #bundesliga http://t.co/YMHQsDRG44
neutral	RT @fmpreuss Die Schönheits - Operation als kosmetisches Geheimnis attraktiver Männer http://t.co/2OMwzPQLo8
positive	Ende Nächten monats gibt ' s auch noch Weihnachtsgeld .. also das 13.  Gehalt : ooooo i'm rich bitch , i'm rich bitch , i'm rich bitch hahaha
negative	@SamBrishes Zu viel arbeit oder kannst einfach nicht schlafen ?
neutral	@JuanitaLaetitia Ian geht in Aquarium u postet instavideo , Leute ecmpört weil Tierschutz usw , Ian löscht video , Fans ikonisieren ihn
neutral	#Golden morn #indomie ✅✅ " @Twihard_Nadia : Hunger @ 1:50 AM "
neutral	Apple iPhone 5 ( aktuellstes Modell ) - 16  GB - Weiss &amp; Silber ( Vodafone ) ... http://t.co/QrBwXomAmR
positive	Einfach nur ma kurz chillen http://t.co/PE5PnzDEX1
neutral	TVonline Live Eintracht Braunschwe : Eintracht Braunschweig gegen FSV Frankfurt live streaming 2013  über das ... Th ... http://t.co/M9TGRh82tS
neutral	Warnung : " Süsses ! Sonst gibt’s Saures " Polizei warnt vor Konsequenzen der Halloween Streiche http://t.co/dwLLzMmAwl
neutral	#Digital : Banksy sprüht , Guantánamo schockiert : Die besten Webvideos der Woche : Ein Treffer im ... http://t.co/bcq4GnidSa #Telefon #Handy
positive	http://t.co/BlrUJIsIry Challenge accepted * ^ * | Hoffentlich bekomm ich das Sonntag so hin ; A ; #DoJaKu
neutral	Gutschein UpdateEdited : branddevil.de : 3,90 EUR Brand Devil Gutschein &amp; bis zu 70%  Rabatt http://t.co/EibA7om5pV
neutral	Lampedusa : Italienische Meerespatrouille rettet 400  Flüchtlinge http://t.co/02JPjWWF56
neutral	#NP Rick ross ft Kanye west - live fast and die young ... d - _ - b
positive	@PaulaHering13 Träum was Schönes ... Angenehmes ... :)))
neutral	RT @FAZ_Politik : Regierungsbildung in Hessen : FDP schliesst " nichts mehr aus " http://t.co/E9yyFRKreo
