negative	Kinners wie die Zeit vergeht , wenn man an der Buchhaltung sitzt . Hat nur leider nix mit dem Spaß - Zeit - Faktor zu tun :(
negative	@Stahlzart äh , ja. dennoch sollten Menschen , die offensichtlich verantwortungslos mit Waffen umgehen einfach keine haben .
positive	Seit der McDonald ' s Aktion bei twessen fand ich dich toll. ich wollte nur , dass du da ... — Awwwwww ! &lt;3 Wer bist du ? http://t.co/ANgyt5OYkl
negative	RT @RalphVoss : Wenn ich von Leuten ' entfolgt ' werde , denen ich selbst nicht folge , sollte ich mich mit Gejammer stark zurückhalten . Oder ?
negative	FC Chelsea trotz Niederlage im Halbfinale der Europa League Moskau ( dpa ) - Der entthronte Cha http://t.co/QbxCpBrvAa http://t.co/DwZoRgLXCM
neutral	Ich habe ein Video zu einer @YouTube - Playlist hinzugefügt : http://t.co/ibaFFItKGw !! DElight3
positive	RT @SILBERMOND : Tolle Nachrichten ! Wir sind für den " Deutschen Musikautorenpreis " nominiert ! Das Besondere an diesem Preis : Hier ... http ...
neutral	@ILOVERADIOde bei dem gewinnspiel von 1D  kann man doch für ein bild 4 tickets gewinnen oder ?
positive	Mooooiiinn . Gegen solche Nächte hilft die beste Kur nicht . Aber Kaffee !
negative	@FlorianSper Schade . Sollte halt auch nicht all zu häufig sein . Drei - oder viermal im Jahr
positive	Ich habe ein @YouTube - Video von @dmenzler positiv bewertet : http://t.co/5i9p27lwES Aerobic - Auftritt TSG 1846  Neustadt in Germersheim
neutral	Neues Video : Ficken ?? ist bei http://t.co/Q4mqqzu2kc verfügbar : Dauer : 7:02 min . Aber dann bitte auch volltank ... http://t.co/8lfEmDxp54
positive	na wenn das nicht mal das beste mittel gegen schlechte laune ist ! :D danke @hmdeutschland ! :) http://t.co/8Xme4JN2da
positive	@LaureenPink fahrt vorsichtig Süße , freu mich auf dich . Knutscha
neutral	RT @Kyra2001 : #DickerEngel Do . 20  Uhr Thema #PiratinnenKon Nachlese mit @netsteward und vll. noch vielen anderen Beteiligten ?
positive	Guten Morgen Ihr Lieben ... ist es nicht herrlich da draußen ღ Ich wünsche Euch einen ganz tollen Tag http://t.co/Rz6yozvabI
positive	RT @vivaonline : Liebe #Directioner , wir verlosen bald ein Meet - and - Greet mit @onedirection ! Weitere Infos sehr bald . Weitersagen ! #VIVArt
positive	RT @Schreiber_Peter : Was mir nach all den Kommentaren wichtig ist : Es ist mehr als traurig um jeden Menschen , gleich welcher Nationalitä ...
positive	Liebe Patientin , lieber Patient , uns ist es wichtig , dass Sie sich während Ihrer Behandlung bei uns http://t.co/XmJRKA7UAO
negative	@MidnightAngel78 das nicht , aber tüten bringt er jetz sicher nicht mehr und hier her schon gar nicht 😱
mixed	RT @zirkelschluss : Warum nur wird etwas Gutes wie das Internet für so böse Sachen wie nicht funktionierende Javascripts verwendet ?
positive	Endlich wieder angenehmes Wetter :) #t-Shirt #sonne
positive	Angebot des Tages mit 50%  Rabatt : schmale Hose von Claude Zana in blau changierend , ideale Basic - Hose zum Kombinieren http://t.co/PHaekpwJbY
negative	Kreditaktion - Kredit auch bei Schufa - Problemen http://t.co/3tC98QSQi9
positive	@piratenschlumpf @DosOz42 Ganz klar : jemand , der keine " Wicki - Seite " hat und niemanden , der sie ihm baut . Aber gaaanz viele Unterstützer .
negative	Unerlaubte Selbstbedienung : Motorräder gestohlen : Unbekannte haben sich in der Nacht zum Mittwoch im ... http://t.co/gD78vra3qB #Jülich
negative	Nicolas Cages Gesicht provoziert mich . Ich würde da irgendwie gerne rein schlagen .
mixed	RT @ne_ratte : Ließen Menschen häufiger Gras über banale Dinge wachsen , hätten wir mehr Wiesen , über die wir fröhlich hopsen könnten .
neutral	Angebot des Tages mit 50%  Rabatt im Designer Outlet : Longjacke von Isabel de Pedro in royalblau http://t.co/83e5E7gClD Designer Mode Outlet
positive	Ich geh mal an die Sonne . Vielleicht ist das schön .
negative	@gitfresh1 @Shrimpdus ja man , jetzt scho ond jetzt fühli mi huere dumm , danke shrimpdus för die öffentlech demüetigung
neutral	@Grabwaechterin * dich fessel , dass du nicht mehr schreiben kannst *
negative	Wirtschaft ist , wenn Firmen , deren Arbeiter sich umbringen , Angst haben , in China auf einer Liste wg. schlechtem Service zu landen .
neutral	http://t.co/Llw0xOGwNQ spielte Ich denk an Rhodos von Oliver Haidt . #nowplaying #Schlager
negative	Statistik zu Praxisbesuchen : Rechnen , bis der Arzt kommt : Die Wartezimmer sind voll , doch einer Statistik zufo ... http://t.co/8zAFcsVdBs
neutral	Ich habe 1,137 Nahrungseinheiten geerntet ! http://t.co/Loi08dqlE3 #ipad , #ipadgames , #gameinsight
positive	@duundichever deshalb kann man sie ja vor der Apotheke mit nem Rezept im Maul Kotzen sehen ;)
negative	Entscheidet ma ' ob da noch ne Taschenlampe und die Seiten aus Slender hin sollen o : #lastPic
positive	RT @silvereisen : Wenn ich schwul wäre , würde ich direkt neben der CDU - Zentrale einziehen und 24/7 aufm Balkon meinen Lover rammdösig nageln .
neutral	Ich habe 1,053 Nahrungseinheiten geerntet ! http://t.co/5aT3y5nhOn #android , #androidgames , #gameinsight
neutral	erstmal auto tanken und dann schau ich weiter .
neutral	RT @kleinerkuerbis : Wenns meine Nachbarn demnächst wieder auf dem Balkon treiben , schreie ich mal runter , ob ich mitmachen darf . Coitus ...
neutral	RT @halligalli : Servicetweet : Beim Catering von #HalliGalli gibt es drei verschiedene Sorten Ketchup .
neutral	Ich habe 985  Nahrungseinheiten geerntet ! http://t.co/wI2ajOOCBZ #android , #androidgames , #gameinsight
neutral	PKW Brannte aus : ( ots ) - In der Nacht zum Montag ( 15.04 . ) , gegen 01:30 Uhr , erhielt die Polizei über di ... http://t.co/vMuDsiL9jQ #neuss
mixed	@JennyLiciiouS braucht doch nicht hostel ihr könnt zu mir wenn ich eh alleine bin haha so würde ich bei euch pennen :D
neutral	RT @ElkevonSpiczak : Warum werden die #Reichen immer reicher ? http://t.co/0AAXEOcxXw
neutral	@MarioDujakovic @martinschott Fachschaften und FLÖ haben halt beide das Schaf als Symbol , obwohl Erstere an sich parteifrei sind .
positive	Hab nun den Home Bereich ein bisschen geändert ^ ^
negative	" Vielleicht bekomme ich während der Matheklausur einen Stromschlag vom Taschenrechner und sterbe . "
neutral	ab und zu sollte man sich auf den kopf stellen .
neutral	Einstimmung - zum Zweiten : 15.04 . 2013 , 15.37 Uhr : Am Samstag wird im Foyer des Theaters Nordhausen um 18.30 U ... http://t.co/BCfQ6sahN6
neutral	RT @mbredl : Content Marketing : Coca - Cola ersetzt Corporate Website durch Online - Magazin http://t.co/6mWRdcwfPG
negative	RT @The4thTweetz : @TranquilGhost DEM MAKE DI TING GET NERVOUS !!!!!
mixed	Wenn alles auf mich drückt , es keinen Ausweg gibt , will ich noch mal zurück , zurück nach Bonnie ' s Ranch .
positive	@JalapenoMunich ich drück dir auf jeden fall die Daumen ;)
neutral	Heb bb bold nodig mensen wie heeft
neutral	Trends und Eindrücke von der Ambiente 2013  - #deko http://t.co/izWnwkaiDA
neutral	Neumarkt - St. Veit Ausflug nach Mariazell http://t.co/6IJ5EPLyzy
neutral	Ich habe 865  Nahrungseinheiten geerntet ! http://t.co/oQ03XlP9ET #android , #androidgames , #gameinsight
neutral	@C0Mtweet Du bist nicht zufällig gleich im ICE 1013 ?
positive	@ZetterLP .. ich ihn retweeten kann. aber das würde eh nicht klappen ^ ^
positive	Fertigteilhaus mit Vollsystemkeller . Mit Wärmerückgewinnung . TopPreis . Information . http://t.co/90rDJbPksf
positive	Während Tony so abgeht , esse ich gerade FrüchteTraum .
negative	@LieutenantGustl Hach , mal schaun . Ich bin so unmotiviert .
positive	@ArditaBerisha4 wie kommst du jetzt auf Bilder ? 😂😃
positive	@ppestre70 wem , der csu oder den bayern ? :) oder dem spd - eckpfosten nahles ? " Wir sind die einzige Oppositionspartei , die zugelegt hat . " ;)
neutral	Gnihihi ... :] RT @laRossa05 RT @mxbckmnn Nach der Wahl muss das #CostaConcordia-Team wahrscheinlich die Grünen wieder aufrichten #btw13
positive	@Brainvibes @tralamitti Oooh das ist für Piraten aber seeeehr dünnes Eis ;-)
positive	Gerade den Wahl - O - Mat ausprobiert http://t.co/uqbI9VVpCK Ergebnis : 75%  für #Piraten ( Platz 1)  @dieLinke 72,4 % . ( Platz 2)  Past ! :) #BTW13
positive	RT @kryptoparty : @SPIEGELONLINE erwähnt unsere kryptoparty.de - Seite : http://t.co/Zzb5KXfTak / @annmeiritz - tragt weiter fleißig ein :)
positive	Nun sind auch @hofmann_heike und Oli Schröbel für die #ltwhe zugelassen :) . #SPD
positive	RT @dafLOh : Die Basis und die von ihr gewählten Vorstände ;-) #piraten http://t.co/7n60lr5Cap
positive	Und nur mal als Hinweis für’s @ZDF : Nicht nur #Pretty_Woman ist #Hach ! :-) http://t.co/ET1is8C7K5
positive	Juhu ! Ich habe einen Piratenhund bekommen :-) #piraten http://t.co/ASl1hQSEEE
positive	@lukaspfisterer Ich bin gespannt . Ich hoffe , nach den Wahlen auch :-)
positive	@gruene_berlin FDP Vandalismus Stolberg , ich bin entsetzt , die Ampel im Hintergrund ist auch noch auf Grün . ;-) http://t.co/dvApNpOIDF
positive	Die #SPD gewinnt als einzige Oppositionspartei dazu :) . #ltwhe #btw13
positive	Der 1.  Kommentar auf SPON : »Mich wundert zwar auch , dass die Piraten noch nichts offen dazu gesagt haben . « – Äh , was ? :-(
positive	RT @laRossa05 : #heuteshow jetzt . Viel Spaß uns allen . Rundumschlag #btw13 und #FDP :-)
negative	RT @hdBerretz : Friedrich wird korrigiert ! #nsa hat ' ' Überlegungen ' ' verhindert . :-) Was für eine Witzfigur ! #csu http://t.co/9SHAhqrPHD
positive	" Das Ding sagt ich sollte #Piraten wählen ? ! " - hehe , erstaunte Gesichter überall ;-)
positive	RT @NineBerry : Zuckungspiraten ? Irgendwelche Piraten haben Zuckungen ? :-)
positive	RT @ProSieben : Chuck Norris würde sich vor #Castiel verneigen . RT @SebDietrich : @ProSieben Castiel , der neue Chuck Norris . ;-) #supernatural
positive	@KevinHufer 73%  die Linke .. Haste auch vor die zu wählen ? :)
positive	2 Stammwählern der #CSU den #WahlOMat gezeigt . Die wählen jetzt ne andere Partei . Check !!! :-) #ltwbayern #einWestfaleunterwandertdieBayern
positive	@JoergRupp du bist also das geistliche Oberhaupt der Grünen hast die Piraten nur unterwandert ? ;-)
positive	Hui , Pony - Lasagne . Ist das sowas wie ein #Piraten-Schimpfwort ? ;-)
positive	@ProSieben @ProSiebenMaxx Folge ihnen schon :) Vielleicht followd Prosieben Maxx ja back ? :D ( Prosieben folgt mir ja . <3 )
positive	Jetzt kopieren die @PiratenBayern schon unsere schicken Wahlplakate @Gruene_Bayern ! Ich ruf die #NSA :) #copyleft http://t.co/fQiDcuhBWo
positive	Nachdem #SPD-Infostand in Frankenhausen bin ich nun in Nieder - Ramstadt & Traisa :) . #SPD #Jusos #ltwhe #btw13 #Wechsel
positive	@PottblogLive Doch , die FDP Bochum stellt nur einen Bundestagskandidaten . ;-)
positive	@sonnenhexer Ich bräuchte dann mal 40  Millionen Bu ( e ) rger , die mit mir PSG wählen - Rechnung bitte an die CDU ;-)
positive	RT @kaifuzius : Grüne Jugend : " Fickt euch doch alle ! " - http://t.co/ZhWcOY147n - Ich finds großartig :) #queer
positive	@GWeisfeld @JQ_Diaz @W_SK Dazu passt auch dieses #Piraten - Interview mit Sven Giegold . :) #Monetative #Geldreform http://t.co/5fLEMdRxLx
positive	RT @RAStadler : Bei der #SPD spielen Nena und Roland Kaiser . Der Sound des Aufbruchs . ;-)
negative	@Natasnoctem Aber aber ... die #NPD ist doch auch #nutzlos :-)
neutral	RT @ChristianNbg : Die @einwechselbalg fliegt dort ? RT @littlewisehen : Kaum sind die GRÜNEN im Stadtrat , schon ... Ach , seht selbst ! . - ) htt…
positive	RT @Piraten_SLS : Grüne stehen also für Filz und Intransparenz .. Ok . Klare Aussage . ;-) Dann doch lieber Piraten ! ;-)) http://t.co/KH2UmHbF …
negative	RT @CheekyBoinc : Die flausche Nazis der #Afd - beschädigen oder ersetzen gleich ganz Plakate in #Werther und teilen von #Bielefeld ... #Güter …
neutral	Mit dem Alterseinkünftegesetz von 2005  wurde die stufenweise Besteuerung der gesetzlichen #Rente eingeführt . http://t.co/PgMouek8Ib
positive	@688i Die Minderheitsregierung würde auch in Deutschland funktionieren . #CDU will sie nicht und es nicht beweisen. http://t.co/a0KYE0zUeA
positive	RT @the_necrosis : Geil . \ o / #Piraten Wahlwerbung mit @EinAugenschmaus in visuellaktuell dem #Magazin des #Gehörlosen LV #BW . http://t.co/Z …
negative	@alexis_parker habe es gerade eben gelesen ! Musste gleich mal bei @ProSieben Nachfragen ob das stimmt Finde es voll doof so 2 Epis vor Finale
negative	aus dem Netz : Bundestagswahl : IT - Experte warnt vor Betrug bei Briefwahl http://t.co/3XUbi99X2t mit Dank @Newsburger
neutral	Oh , CDU , FDP , SPD und Grüne sind sich wohl einig , #s21 aus der #btw13 heraushalten zu wollen . Alles klar. http://t.co/Nu0xabXGFJ
positive	Tja ... Die betriebliche Ausbildung wird zurzeit auch sehr gering geschätzt ! Traurig aber Wahr ! http://t.co/dWmJNPcWtx
neutral	Inne letzten Sendung hatte Daniel D. - B. KEIN Handy ! Jetzt macht er es plötzlich wie Sabine L. S. MIT dem Handy . Wat denn nu ?! #Lanz #Piraten
positive	RT @JohannesPonader : Die #SPD macht das mit dem Bürger * innen - Kontakt und den Fragen . \ o / http://t.co/Pi8cVHn67e
negative	@StriegSe Wissen die #Grünen in #LSA eigentlich , was unter Rot - Grün mit Leuten passiert , die Wappen satirisch ändern ? http://t.co/TVKrmJQXxu
negative	@cbgreenwood grüne und sozen führen gerne mal krieg , linke nicht. grüne und sozen machen h4 , linke nicht. usw .
negative	RT @Berlin_de_News : SPD - Abgeordneter Thomas Kleineidamm nach langer Krankheit gestorben http://t.co/xhvNLLl7WF #Berlin
neutral	Und die Piraten nicht knapp 5 für die und die und die 1 .
positive	Wenn die Wahlen zu Ende sind , mache ich sogar drei Kreuze ! http://t.co/1Ucmegm69Q
neutral	Die Grünen sollten sich wohl einfach mit dem Gedanken anfreunden , dass sie strukturell wie kulturell eine linke ... http://t.co/ltdoYKbIud
mixed	Herzlichen Glückwunsch Frau Merkel . Wird die SPD nun endlich wach ?
neutral	RT @Wahlalternativ1 : In 2 Stunden ist es soweit ! Ihre Spende für den Wahlkampfendspurt ! http://t.co/fzc9Q0q2wJ #AfD + #BlauesWunder #btw13
negative	RT @thuer_online : Eher zu klug . RT @EchteDemokraten " Die Deutschen sind zu dumm , um #AfD - zu wählen " , sagt Prof . Dr. #Lucke . http://t.co/F …
positive	RT @awillburger : Ein Drittel der Deutschen hält den Wahlkampf für fair und bürgernah . ( Stern - RTL - Wahltrend )
neutral	Frage , wenn Gasangriff von den Rebellen , würden die Befürworter diese dann wegbomben , da es gegen das Völkerrecht verstößt ? #debatte @ZDF
negative	E - Voting in der Schweiz : Linke und Rechte sehen Demokratie in Gefahr http://t.co/VZEn5MP78d #evote
positive	@dieternuhr SOZIALirgendwas - Partei . Mutti freuts , viele SPD - Wähler sicher nicht , aber wir sind ja SOZIAL ...
mixed	Der Text zeigt wunderbar , weshalb Kiffen gerade bei " Konservativen " so verhasst ist : es hemme Produktivität und Leistung .
neutral	RT @larsklingbeil : ui , beim thema veggi - day sind sogar die ganzen CDU / FDP - netzpolitiker wieder aktiv von denen wir bei prism / nsa nix hören…
mixed	@Fran_Muc Ich mag es , andere Meinungen zu lesen und zu erfahren . Aber das gespame ist kontraproduktiv . Haben die Piraten schon gelernt . ;-)
neutral	RT @BYParteibasis : #AfD Sachsen : DIE FREIHEIT übernimmt jetzt vollständig - Frauke Petry schwört Mitglieder auf strammen Rechtskurs ein htt…
positive	Funfact : Die Landeslisten von SPD und CDU sind genau gleich lang :)
negative	Es fehlt eine gesellschaftliche Empörung über PRISM . Aber sind die Piraten verantwortlich das diese Empörung nicht zustande kommt ?
positive	RT @ahoi_polloi : Lieblingstheorie zur Bundestagswahl : Die CDU wird wegen Prism lib. konserv . Stimmen an die FDP verlieren , damit wird die Ko…
neutral	Nach HackFwd - Aus : „Die Konsolidierung der Inkubatoren - Landschaft wird sich beschleunigen“ http://t.co/PIxHfmr2y3 via @gruenderszene
mixed	@MichaelMette Zuviel Text für Twitter . Unser Kalender ist nicht schlecht , der der CSU ist nur etwas besser aufbereitet @eWebjojo @xXDrakex
negative	“ @bumbleGee : Very interesting if somewhat sobering : http://t.co/GVwmZKRPA4 ” Die Wahlbeteiligung im Osten ist erschreckend ...
neutral	Neue OZ : Gespräche mit Rainer Stinner , außenpolitischer Sprecher der FDP - Bundestagsfraktion un ... http://t.co/P2RL1kXUCu Presseportal DE
negative	RT @DieLinkeNRW : #LINKE #NRW vor ort : Schwimmangebote in Köln müssen attraktiver werden : In den letzten Wochen sind mehrere Men ... http://t …
neutral	Hättest Ihr nichtmal die Fenster putzen können ? @ZDF #ZDFwahl
neutral	RT @saschalobo : Die AfD zeigt auf dem offiziellen Facebook - Account per Foto - " Gruss " von Lucke , was von ihr zu halten ist. http://t.co/mpLHH …
neutral	RT @mosworld : 15,8 % der Zweitstimme zieht nicht in den Bundestag . 28,5 % Nicht - Wähler . 39,7 % der Wahlberechtigten nicht für den Bundestag ge…
neutral	RT @Netz4ktivisten : [ Netzpolitik ] Wahlkampf mit Google : Lobby - Team verleiht Google Glasses an Netzpolitiker im Bundestag http://t.co/zUgapk …
negative	@michelschroeder @maltewelding Die SPD die allen Überwachungsgesetzen zustimmt und Hartz IV verbrochen hat ?
neutral	Ablauf und wie ihr hinkommt RT findet ihr hier :@P iratenNeuss : Piraten Aktion Neuss Markt 12.9 . 2013  http://t.co/OnVLgOSibQ
positive	RT @janraudszus : So erste offizielle Umfrage mit #AfD bei über 5 % . Ah der 23  September wird ein interessanter Nachrichtentag . #BTWahl
neutral	Wahlhilfe für das Handwerk - Bundestagswahl 2013  http://t.co/KsTrFYAuuS
positive	@Ralf_Stegner Aber Bouffier hat doch sein Ehrenwort gegeben ... Und auf das Ehrenwort eines #CDU-Politikers war doch schon immer Verlass . #afd
positive	Selten so gelacht : CDU und CSU wollen bis 2018  " schnelles Internet " für alle http://t.co/yjksat8h0x
negative	Der #FDP gefällt das nicht . RT @rponline : EU - Kommission : Roaming - Gebühren sollen abschafft werden http://t.co/TODpEwz6vx
neutral	#CDU , #SPD , #Grüne suchen sich noch , hier schon mal ihr #Umwelt-Programm http://t.co/kLanEmVLM8 #btw13 #koalitionsgespraeche @GoeringEckardt
neutral	RT @basisentscheid : Nächstes Treffen der PG Basisentscheid am Dienstag 27.8 ab 20:00 im Mumble Raum " AG Liq Dem / BEO " http://t.co/c3yKi0YHvO
neutral	RT @PickiHH : " In der SPD ist nie etwas ausgeschlossen " #Gabriel - ja , das haben sich die Wähler scheinbar auch gedacht .
negative	RT @turbozopf : Ein Spitzenkanditat der CDU fickt 16- Jährige . Trittin war VisdP für ein 80 er Kommunalwahlprogramm man tut empört . Ihr ekli…
positive	Hahaha Bild und soll Starbucks Leipzig Parteien Woah Ich CDU die Name chrome irgendwo ! #asdf
positive	RT @Linke_Thl : LINKE fordert von SPD : Nach dem Gau kommt das Abschalten ! Für ein Moratorium des Einsatzes von V - Leuten ... http://t.co/ungk4 …
positive	Mal eine gute Nachricht aus #Bayern . Die eiskalte , neoliberale #FDP mit ihrem albernen Kindergarten ist raus . #btw13 #Bayernwahl
positive	RT @MarySheep : Liebes @ZDF , 10,5 % für kleine Parteien sind NICHT verlorene Stimmen .
positive	Ob der hessische Landesverband der Alternative für Deutschland mal seine Emails lesen mag ? Danke ! #Pirat-o-mat #Mitmachen
negative	Arbyte , die NPD aus der Stadt jagen , Schlaf nachholen . Läuft .
mixed	RT @ahoi_polloi : Bürger aufgemerkt ! Merkel ist eine alte Frau , die in ihrer Handtasche herumsucht . Deshalb SPD wählen !
positive	Sodele . Die Nichtwähler in meiner Timeline bitte einmal outen ...
positive	Guter Twitter - Monitor der ZEIT zur Wahl . Welche Wahlkampfthemen bewegen User ? http://t.co/mqZpejPsed #Politik #BUNDESTAGSWAHL
neutral	RT @lakisha_perkins : Schäuble - Berater - " Deutschland kann die Euro - Zone nicht retten " http://t.co/XGdyPiL1gw via @welt #ESM #EUdSSR #EZB # E…
positive	Also Frau Aigner ... Ich geh schon ganz entspannt zu ALLEN Wahlen ! #tvtotal
neutral	RT @Tikkachu : Heute Abend 22:30 Uhr bei " Überzeugt uns ! Der Politiker Check " #ARD gibt ' ' s einen Einspieler mit #Piraten + von der #GamesCom @ …
neutral	#news FDP , AfD und Piraten : Die Hochburgen der kleinen Parteien in Berlin http://t.co/CnH2qrPIQQ #klartextdeutsch
positive	CDU / CSU , FDP und SPD würden die Deutschlandkoalliton bilden ;-D #schwarzrotgold #GesprächebeimMittagessen
mixed	Eine FDP mit Programm wäre mir künftig in Landtagen und Bundestag um einiges Lieber als eine populistische AfD
positive	Durchaus amüsant . So machen Sie ihr Kreuz an der " rechten " Stelle : Der " National - o - Mat " . http://t.co/nrzjz7yYIu
negative	RT @iKaiFL : ES KANN DOCH NICHT ZUR MUTPROBE WERDEN ANDERS ZU DENKEN ALS DIE GRÜNEN !!! :-( #AfD + #DieGrünen - #Welt #Btw13 http://t.co/DlT5T …
positive	Wahlomat zur Bundestagswahl 2013 : Ergebnis für notorische NEIN Sager . :-) http://t.co/L3jbtyKJ0u
negative	RT @50n0f46un : @Illuminatus23 Fuck , jetzt muss ich doch Piraten wählen . Fuck ! Fuck ! Doppelfuck ! ;-)
positive	@GEOpartei Bei Cachern oder bei veröffentlichten Caches ? Bitte Wahlprogramm präzisieren ;-) ( Bin für beides )
negative	RT @TorbenSchultz : Wie sich die #SPD die #LINKE regierungsunfähig redet :( ... #FB-Fund http://t.co/uKgJ1exBKN
positive	@Endzeitkind Grüne wollen mehr steuern , SPD will mehr steuern . Warum sollten sie es dann nicht machen ? :)
positive	@gruene_at @derStandardat Dann könnte Monika Lindner ja für die Grünen kandidieren :-)
positive	@privacywall Schreib mal eine Mail an alexander. magnus @piraten - lsa.de , damit ich dich nicht vergesse :) / / @MTaege
positive	@rm_marchy nicht mal , wenn er mir täglich die Füße küssen würde ;-))) #Grüne #S21 #btw13 @GrueneBundestag @RegierungBW
positive	So viele Wähler , die bereits per Briefwahl #Piraten + gewählt haben , hatte ich auch noch nicht an einem Infostand . :-)
negative	@CptLeto Hab deren AGB durchgelesen , war tatsächlich Sperrgut vermerkt . Und so ein A1 - Paket ist nichts anderes :( / / @TeilerDoehrden
positive	https://t.co/7gIa0pHcvP Das ist doch mal was :-)
positive	@veloc1ty das sind die #Drohnen der #Grünen , die testen schonmal die Kontrolle des #vegidays - sind auf Fleischesser trainiert ;-)
positive	RT @peteraltmaier : Oh , gerade hat @peersteinbrueck eine rot - rot - grüne Koalition nicht ausgeschlossen . :-(
positive	#Geheimplan v. #CDU & #CSU nach #BTW13 #GG ändern , damit #Bundeswehr auf #Volk schießen darf http://t.co/aauXdU7euu Aber guckt #dfbpokal :-)
mixed	Ich glaub grüne Augen würden mir nicht stehen . Mag ' ' s aber trotzdem haben :(((
positive	#Linke zieht an Grünen vorbei :-) Sonntagsfrage zur #btw13 • CDU / CSU 39 % , SPD 25 % , LIN 10 % , GRÜ 9 % , FDP 6%  http://t.co/ywP9MNcOVq
positive	@cy_slider Ok , hab die Nichtwähler vergessen , aber dürften trozdem über eine million Menschen sein :)
negative	@fdp_de Blau passt irgendwie nicht zu einer Beerdigung :-) #FDP -
negative	RT @DerUnikator : Das Buffet der Grünen im Landtag ! Nur Fleisch ;-) #BRWAHL #Gruene http://t.co/fhQEneHbfb
positive	Manchmal denke ich : #Linke + sollte der #CDU - ein Koalitionsangebot machen , nur um #SPD - & #Grüne mal zu Raison zu bringen :-) #sarkasmustweet
positive	Ui , die Linke in Fulda gibt alles im Wahlkampf 2013 ... ;-) http://t.co/jbfSoTBYhD
positive	Der Wahlkampf mit @groehe ist in vollem Gange :-) #CDU #Gröhe #Grevenbroich #btw13 #cdu + http://t.co/vRVFXY8DPK
negative	" @AndreasBergholz : Boa , endlich kann ich mich öffentlich über die Piraten auskotzen . Endlich . " Fang an und ändere was an deinen #Piraten ;-)
positive	RT @kesslermichael : Das nächste Mal kloeppel ich beim Kanzler - Duell ;-)
